,P001001 Population:Total [1,P015001 Households:Total,P008001 HISPANIC:TotalHispanic'&'NotHispanic,P008002 HISPANIC:Total NotHispanic or Latino,P008003 HISPANIC:NotHisp:White alone,P008004 HISPANIC:NotHisp:Bl/AfAm alone,P008005 HISPANIC:NotHisp:AmInd/AK alone,P008006 HISPANIC:NotHisp:Asian alone,P008007 HISPANIC:NotHisp:HI alone,P008008 HISPANIC:NotHisp:Other alone,P008009 HISPANIC:NotHisp:Two+races,P008010 HISPANIC:Total Hispanic or Latino,P008011 HISPANIC:Hisp:White alone,P008012 HISPANIC:Hisp:Bl/AfAm alone,P008013 HISPANIC:Hisp:AmInd/AK alone,P008014 HISPANIC:Hisp:Asian alone,P008015 HISPANIC:Hisp:HI alone,P008016 HISPANIC:Hisp:Other alone,P008017 HISPANIC:Hisp:Two+ races,H003001 OCCUPANCY STATUS:Housing Units:Total,H003002 OCCUPANCY STATUS:Housing Units:Occupied,H003003 OCCUPANCY STATUS:Housing Units:Vacant,H004001 TENURE:Housing Units:Total,H004002 TENURE:Housing Units:Owner occupied,H004003 TENURE:Housing Units:Renter occupied,P012001 SEX BY AGE:Total Male'&'Female,P012002 SEX BY AGE:Total Male,P012026 SEX BY AGE:Total Female
06085503002,3502.0,1286.0,3502.0,2967.0,2459.0,55.0,7.0,334.0,5.0,13.0,94.0,535.0,276.0,13.0,5.0,0.0,0.0,202.0,39.0,1302.0,1286.0,16.0,1286.0,918.0,368.0,3502.0,1675.0,1827.0
06085503003,5320.0,1781.0,5320.0,4543.0,3775.0,35.0,21.0,493.0,19.0,16.0,184.0,777.0,385.0,8.0,11.0,10.0,3.0,296.0,64.0,1792.0,1781.0,11.0,1781.0,1537.0,244.0,5320.0,2654.0,2666.0
06085503103,8153.0,3077.0,8153.0,4697.0,2368.0,453.0,34.0,1520.0,32.0,23.0,267.0,3456.0,1076.0,27.0,59.0,19.0,8.0,2045.0,222.0,3226.0,3077.0,149.0,3077.0,1378.0,1699.0,8153.0,4173.0,3980.0
06085503105,2271.0,529.0,2271.0,1476.0,149.0,30.0,8.0,1250.0,1.0,1.0,37.0,795.0,242.0,4.0,14.0,2.0,1.0,479.0,53.0,531.0,529.0,2.0,529.0,211.0,318.0,2271.0,1171.0,1100.0
06085503106,9263.0,2354.0,9263.0,4551.0,868.0,407.0,11.0,3020.0,30.0,18.0,197.0,4712.0,1518.0,20.0,63.0,38.0,1.0,2836.0,236.0,2382.0,2354.0,28.0,2354.0,783.0,1571.0,9263.0,4952.0,4311.0
06085503108,6187.0,2018.0,6187.0,3996.0,1886.0,411.0,15.0,1401.0,29.0,11.0,243.0,2191.0,614.0,33.0,30.0,14.0,1.0,1279.0,220.0,2073.0,2018.0,55.0,2018.0,776.0,1242.0,6187.0,3054.0,3133.0
06085503110,4883.0,964.0,4883.0,1925.0,219.0,87.0,15.0,1474.0,17.0,14.0,99.0,2958.0,693.0,10.0,38.0,5.0,0.0,2058.0,154.0,968.0,964.0,4.0,964.0,304.0,660.0,4883.0,2572.0,2311.0
06085503111,5436.0,1078.0,5436.0,3076.0,436.0,118.0,19.0,2333.0,30.0,4.0,136.0,2360.0,813.0,12.0,21.0,20.0,3.0,1372.0,119.0,1086.0,1078.0,8.0,1078.0,821.0,257.0,5436.0,2834.0,2602.0
06085503112,3530.0,937.0,3530.0,1239.0,719.0,139.0,6.0,298.0,20.0,4.0,53.0,2291.0,790.0,15.0,41.0,8.0,7.0,1291.0,139.0,954.0,937.0,17.0,937.0,376.0,561.0,3530.0,1834.0,1696.0
06085503113,4980.0,1143.0,4980.0,769.0,509.0,52.0,14.0,137.0,2.0,0.0,55.0,4211.0,1471.0,23.0,51.0,14.0,5.0,2431.0,216.0,1162.0,1143.0,19.0,1143.0,389.0,754.0,4980.0,2628.0,2352.0
06085503115,2404.0,1089.0,2404.0,1905.0,1516.0,61.0,15.0,240.0,9.0,7.0,57.0,499.0,241.0,1.0,1.0,15.0,0.0,194.0,47.0,1181.0,1089.0,92.0,1089.0,1027.0,62.0,2404.0,1065.0,1339.0
06085503116,3604.0,1636.0,3604.0,3101.0,1983.0,94.0,12.0,839.0,7.0,6.0,160.0,503.0,228.0,6.0,8.0,3.0,0.0,208.0,50.0,1683.0,1636.0,47.0,1636.0,1151.0,485.0,3604.0,1773.0,1831.0
06085503204,7810.0,1935.0,7810.0,3617.0,1008.0,290.0,45.0,2030.0,14.0,15.0,215.0,4193.0,1404.0,11.0,80.0,12.0,5.0,2391.0,290.0,1973.0,1935.0,38.0,1935.0,1256.0,679.0,7810.0,4014.0,3796.0
06085503207,4349.0,1022.0,4349.0,3604.0,539.0,175.0,8.0,2672.0,41.0,11.0,158.0,745.0,216.0,6.0,9.0,22.0,1.0,426.0,65.0,1028.0,1022.0,6.0,1022.0,822.0,200.0,4349.0,2206.0,2143.0
06085503208,3884.0,822.0,3884.0,1558.0,515.0,87.0,18.0,834.0,11.0,8.0,85.0,2326.0,655.0,18.0,31.0,22.0,17.0,1420.0,163.0,825.0,822.0,3.0,822.0,654.0,168.0,3884.0,2017.0,1867.0
06085503210,4564.0,929.0,4564.0,2850.0,318.0,162.0,8.0,2250.0,12.0,3.0,97.0,1714.0,493.0,9.0,4.0,11.0,1.0,1101.0,95.0,932.0,929.0,3.0,929.0,645.0,284.0,4564.0,2345.0,2219.0
06085503211,5058.0,1130.0,5058.0,3452.0,748.0,199.0,14.0,2345.0,23.0,2.0,121.0,1606.0,576.0,26.0,22.0,15.0,0.0,863.0,104.0,1141.0,1130.0,11.0,1130.0,927.0,203.0,5058.0,2618.0,2440.0
06085503212,4224.0,950.0,4224.0,3200.0,486.0,179.0,7.0,2394.0,16.0,11.0,107.0,1024.0,338.0,11.0,17.0,10.0,0.0,574.0,74.0,961.0,950.0,11.0,950.0,776.0,174.0,4224.0,2187.0,2037.0
06085503213,4794.0,1206.0,4794.0,3108.0,475.0,160.0,31.0,2329.0,8.0,4.0,101.0,1686.0,668.0,5.0,28.0,10.0,5.0,879.0,91.0,1232.0,1206.0,26.0,1206.0,804.0,402.0,4794.0,2473.0,2321.0
06085503214,5521.0,1390.0,5521.0,3269.0,601.0,70.0,13.0,2497.0,9.0,6.0,73.0,2252.0,813.0,12.0,39.0,9.0,1.0,1229.0,149.0,1416.0,1390.0,26.0,1390.0,962.0,428.0,5521.0,2825.0,2696.0
06085503217,5250.0,1036.0,5250.0,1825.0,301.0,172.0,15.0,1184.0,26.0,9.0,118.0,3425.0,778.0,24.0,8.0,25.0,1.0,2375.0,214.0,1047.0,1036.0,11.0,1036.0,728.0,308.0,5250.0,2659.0,2591.0
06085503218,4479.0,1092.0,4479.0,1441.0,398.0,153.0,35.0,743.0,13.0,3.0,96.0,3038.0,839.0,9.0,48.0,14.0,7.0,1992.0,129.0,1109.0,1092.0,17.0,1092.0,412.0,680.0,4479.0,2350.0,2129.0
06085503304,7258.0,1699.0,7258.0,3674.0,736.0,380.0,20.0,2346.0,52.0,21.0,119.0,3584.0,1053.0,35.0,87.0,30.0,2.0,2187.0,190.0,1728.0,1699.0,29.0,1699.0,928.0,771.0,7258.0,3689.0,3569.0
06085503305,7254.0,1471.0,7254.0,3816.0,442.0,180.0,41.0,3008.0,21.0,5.0,119.0,3438.0,1050.0,15.0,49.0,7.0,16.0,2107.0,194.0,1479.0,1471.0,8.0,1471.0,958.0,513.0,7254.0,3687.0,3567.0
06085503306,4411.0,866.0,4411.0,1773.0,315.0,98.0,9.0,1260.0,30.0,3.0,58.0,2638.0,1074.0,11.0,44.0,7.0,0.0,1382.0,120.0,872.0,866.0,6.0,866.0,689.0,177.0,4411.0,2347.0,2064.0
06085503312,3117.0,950.0,3117.0,2223.0,1177.0,206.0,5.0,669.0,11.0,2.0,153.0,894.0,331.0,1.0,16.0,9.0,0.0,451.0,86.0,962.0,950.0,12.0,950.0,825.0,125.0,3117.0,1571.0,1546.0
06085503313,4684.0,1299.0,4684.0,3858.0,1370.0,255.0,7.0,2051.0,12.0,6.0,157.0,826.0,387.0,0.0,8.0,7.0,6.0,351.0,67.0,1311.0,1299.0,12.0,1299.0,1196.0,103.0,4684.0,2423.0,2261.0
06085503315,7711.0,1936.0,7711.0,5363.0,1127.0,410.0,18.0,3509.0,40.0,15.0,244.0,2348.0,1031.0,40.0,36.0,18.0,2.0,1063.0,158.0,1971.0,1936.0,35.0,1936.0,1293.0,643.0,7711.0,3904.0,3807.0
06085503317,7560.0,1784.0,7560.0,5444.0,978.0,359.0,32.0,3826.0,20.0,24.0,205.0,2116.0,799.0,15.0,24.0,41.0,9.0,1123.0,105.0,1802.0,1784.0,18.0,1784.0,1406.0,378.0,7560.0,3739.0,3821.0
06085503319,6964.0,1955.0,6964.0,6099.0,1715.0,203.0,16.0,3939.0,13.0,14.0,199.0,865.0,411.0,13.0,16.0,23.0,0.0,346.0,56.0,1999.0,1955.0,44.0,1955.0,1862.0,93.0,6964.0,3464.0,3500.0
06085503320,8632.0,3796.0,8632.0,7743.0,5738.0,164.0,8.0,1599.0,10.0,18.0,206.0,889.0,449.0,5.0,11.0,22.0,0.0,349.0,53.0,3865.0,3796.0,69.0,3796.0,3494.0,302.0,8632.0,4078.0,4554.0
06085503321,4851.0,1028.0,4851.0,4390.0,342.0,92.0,7.0,3769.0,26.0,5.0,149.0,461.0,223.0,0.0,11.0,10.0,0.0,180.0,37.0,1035.0,1028.0,7.0,1028.0,967.0,61.0,4851.0,2451.0,2400.0
06085503322,4374.0,1026.0,4374.0,2940.0,919.0,387.0,12.0,1470.0,6.0,6.0,140.0,1434.0,597.0,12.0,9.0,19.0,0.0,705.0,92.0,1031.0,1026.0,5.0,1026.0,898.0,128.0,4374.0,2227.0,2147.0
06085503323,4669.0,1160.0,4669.0,3297.0,864.0,324.0,16.0,1861.0,60.0,4.0,168.0,1372.0,655.0,8.0,15.0,23.0,10.0,550.0,111.0,1163.0,1160.0,3.0,1160.0,1021.0,139.0,4669.0,2362.0,2307.0
06085503324,3931.0,911.0,3931.0,3339.0,458.0,175.0,2.0,2554.0,13.0,7.0,130.0,592.0,229.0,6.0,11.0,5.0,0.0,300.0,41.0,914.0,911.0,3.0,911.0,788.0,123.0,3931.0,1982.0,1949.0
06085503325,4768.0,1150.0,4768.0,3637.0,779.0,180.0,6.0,2511.0,27.0,11.0,123.0,1131.0,545.0,12.0,17.0,20.0,0.0,467.0,70.0,1157.0,1150.0,7.0,1150.0,958.0,192.0,4768.0,2456.0,2312.0
06085503326,3311.0,875.0,3311.0,2884.0,584.0,86.0,3.0,2094.0,8.0,7.0,102.0,427.0,186.0,1.0,6.0,15.0,2.0,186.0,31.0,880.0,875.0,5.0,875.0,793.0,82.0,3311.0,1679.0,1632.0
06085503327,4599.0,1220.0,4599.0,3318.0,1304.0,228.0,15.0,1606.0,18.0,12.0,135.0,1281.0,532.0,8.0,23.0,10.0,0.0,592.0,116.0,1240.0,1220.0,20.0,1220.0,1025.0,195.0,4599.0,2342.0,2257.0
06085503328,8871.0,2731.0,8871.0,7583.0,3754.0,315.0,17.0,3190.0,7.0,16.0,284.0,1288.0,533.0,6.0,20.0,28.0,4.0,590.0,107.0,2782.0,2731.0,51.0,2731.0,2525.0,206.0,8871.0,4451.0,4420.0
06085503401,5796.0,999.0,5796.0,1171.0,196.0,136.0,3.0,722.0,42.0,12.0,60.0,4625.0,1256.0,11.0,13.0,13.0,13.0,3116.0,203.0,1002.0,999.0,3.0,999.0,711.0,288.0,5796.0,3068.0,2728.0
06085503402,5219.0,1022.0,5219.0,2259.0,189.0,148.0,24.0,1737.0,48.0,3.0,110.0,2960.0,868.0,26.0,38.0,7.0,6.0,1896.0,119.0,1028.0,1022.0,6.0,1022.0,440.0,582.0,5219.0,2781.0,2438.0
06085503504,6666.0,1110.0,6666.0,1502.0,215.0,130.0,9.0,996.0,43.0,21.0,88.0,5164.0,1684.0,14.0,65.0,10.0,15.0,3151.0,225.0,1113.0,1110.0,3.0,1110.0,856.0,254.0,6666.0,3481.0,3185.0
06085503506,6551.0,1229.0,6551.0,3089.0,300.0,211.0,14.0,2318.0,91.0,2.0,153.0,3462.0,1087.0,4.0,35.0,47.0,0.0,2135.0,154.0,1246.0,1229.0,17.0,1229.0,750.0,479.0,6551.0,3335.0,3216.0
06085503507,2335.0,346.0,2335.0,594.0,87.0,110.0,7.0,295.0,50.0,6.0,39.0,1741.0,546.0,4.0,29.0,2.0,4.0,1073.0,83.0,346.0,346.0,0.0,346.0,279.0,67.0,2335.0,1239.0,1096.0
06085503508,6087.0,1224.0,6087.0,1933.0,638.0,198.0,15.0,926.0,35.0,4.0,117.0,4154.0,1552.0,27.0,46.0,10.0,1.0,2288.0,230.0,1234.0,1224.0,10.0,1224.0,940.0,284.0,6087.0,3136.0,2951.0
06085503509,4009.0,873.0,4009.0,1993.0,598.0,248.0,12.0,992.0,23.0,6.0,114.0,2016.0,786.0,14.0,15.0,28.0,10.0,1078.0,85.0,881.0,873.0,8.0,873.0,716.0,157.0,4009.0,2096.0,1913.0
06085503510,6388.0,1317.0,6388.0,1842.0,774.0,139.0,9.0,806.0,17.0,7.0,90.0,4546.0,1608.0,48.0,40.0,17.0,0.0,2593.0,240.0,1336.0,1317.0,19.0,1317.0,885.0,432.0,6388.0,3379.0,3009.0
06085503511,3876.0,818.0,3876.0,2252.0,356.0,94.0,10.0,1615.0,35.0,13.0,129.0,1624.0,686.0,9.0,30.0,17.0,9.0,815.0,58.0,820.0,818.0,2.0,818.0,664.0,154.0,3876.0,1970.0,1906.0
06085503601,3128.0,882.0,3128.0,1576.0,878.0,72.0,18.0,429.0,11.0,5.0,163.0,1552.0,863.0,10.0,30.0,10.0,0.0,564.0,75.0,903.0,882.0,21.0,882.0,280.0,602.0,3128.0,1649.0,1479.0
06085503602,4745.0,1155.0,4745.0,1803.0,407.0,147.0,10.0,1114.0,9.0,9.0,107.0,2942.0,951.0,21.0,46.0,4.0,0.0,1695.0,225.0,1166.0,1155.0,11.0,1155.0,608.0,547.0,4745.0,2439.0,2306.0
06085503702,8349.0,1711.0,8349.0,1663.0,226.0,143.0,27.0,1114.0,17.0,18.0,118.0,6686.0,2408.0,25.0,92.0,31.0,9.0,3744.0,377.0,1724.0,1711.0,13.0,1711.0,687.0,1024.0,8349.0,4413.0,3936.0
06085503703,4662.0,866.0,4662.0,1534.0,93.0,121.0,17.0,1191.0,23.0,19.0,70.0,3128.0,702.0,13.0,58.0,2.0,4.0,2235.0,114.0,868.0,866.0,2.0,866.0,420.0,446.0,4662.0,2433.0,2229.0
06085503706,7354.0,2146.0,7354.0,3500.0,613.0,339.0,9.0,2380.0,16.0,14.0,129.0,3854.0,1618.0,22.0,61.0,8.0,1.0,1950.0,194.0,2171.0,2146.0,25.0,2146.0,489.0,1657.0,7354.0,3636.0,3718.0
06085503707,6273.0,1382.0,6273.0,3259.0,395.0,253.0,7.0,2449.0,29.0,4.0,122.0,3014.0,1371.0,29.0,53.0,10.0,0.0,1382.0,169.0,1402.0,1382.0,20.0,1382.0,854.0,528.0,6273.0,3248.0,3025.0
06085503708,3013.0,723.0,3013.0,2380.0,228.0,113.0,1.0,1980.0,9.0,1.0,48.0,633.0,252.0,8.0,15.0,19.0,11.0,281.0,47.0,727.0,723.0,4.0,723.0,411.0,312.0,3013.0,1512.0,1501.0
06085503709,6380.0,1553.0,6380.0,3556.0,236.0,135.0,24.0,3020.0,12.0,5.0,124.0,2824.0,1116.0,18.0,59.0,15.0,2.0,1485.0,129.0,1562.0,1553.0,9.0,1553.0,316.0,1237.0,6380.0,3177.0,3203.0
06085503802,7353.0,2076.0,7353.0,4699.0,2115.0,227.0,25.0,2060.0,36.0,8.0,228.0,2654.0,1132.0,10.0,47.0,32.0,3.0,1191.0,239.0,2099.0,2076.0,23.0,2076.0,1504.0,572.0,7353.0,3721.0,3632.0
06085503803,4695.0,1359.0,4695.0,4020.0,801.0,145.0,7.0,2877.0,28.0,4.0,158.0,675.0,265.0,1.0,1.0,10.0,4.0,362.0,32.0,1368.0,1359.0,9.0,1359.0,1044.0,315.0,4695.0,2397.0,2298.0
06085503804,4736.0,1396.0,4736.0,3599.0,1090.0,229.0,19.0,2146.0,8.0,1.0,106.0,1137.0,564.0,10.0,20.0,20.0,2.0,450.0,71.0,1407.0,1396.0,11.0,1396.0,1022.0,374.0,4736.0,2393.0,2343.0
06085503900,8080.0,2184.0,8080.0,3745.0,1674.0,153.0,31.0,1686.0,14.0,6.0,181.0,4335.0,1701.0,16.0,79.0,58.0,9.0,2042.0,430.0,2223.0,2184.0,39.0,2184.0,1299.0,885.0,8080.0,4048.0,4032.0
06085504001,6026.0,1428.0,6026.0,1970.0,632.0,208.0,13.0,997.0,15.0,8.0,97.0,4056.0,1279.0,12.0,64.0,14.0,5.0,2449.0,233.0,1443.0,1428.0,15.0,1428.0,841.0,587.0,6026.0,3100.0,2926.0
06085504002,5560.0,1065.0,5560.0,1980.0,224.0,185.0,26.0,1407.0,24.0,2.0,112.0,3580.0,962.0,16.0,54.0,6.0,1.0,2344.0,197.0,1074.0,1065.0,9.0,1065.0,686.0,379.0,5560.0,2842.0,2718.0
06085504101,3912.0,947.0,3912.0,1682.0,831.0,135.0,42.0,578.0,19.0,0.0,77.0,2230.0,826.0,8.0,37.0,8.0,8.0,1187.0,156.0,972.0,947.0,25.0,947.0,679.0,268.0,3912.0,2037.0,1875.0
06085504102,5529.0,1260.0,5529.0,1700.0,897.0,121.0,33.0,491.0,13.0,15.0,130.0,3829.0,1396.0,13.0,59.0,40.0,0.0,2131.0,190.0,1280.0,1260.0,20.0,1260.0,1004.0,256.0,5529.0,2845.0,2684.0
06085504201,4777.0,1684.0,4777.0,3649.0,2720.0,175.0,12.0,560.0,11.0,7.0,164.0,1128.0,519.0,6.0,21.0,7.0,1.0,445.0,129.0,1709.0,1684.0,25.0,1684.0,1382.0,302.0,4777.0,2369.0,2408.0
06085504202,4408.0,1423.0,4408.0,3339.0,2262.0,199.0,19.0,679.0,26.0,9.0,145.0,1069.0,502.0,9.0,18.0,20.0,1.0,452.0,67.0,1454.0,1423.0,31.0,1423.0,1271.0,152.0,4408.0,2187.0,2221.0
06085504307,5107.0,1577.0,5107.0,4326.0,1272.0,154.0,8.0,2716.0,10.0,4.0,162.0,781.0,319.0,12.0,13.0,13.0,1.0,343.0,80.0,1583.0,1577.0,6.0,1577.0,1201.0,376.0,5107.0,2574.0,2533.0
06085504308,4158.0,1355.0,4158.0,3653.0,1874.0,137.0,13.0,1466.0,23.0,25.0,115.0,505.0,250.0,3.0,17.0,4.0,5.0,166.0,60.0,1362.0,1355.0,7.0,1355.0,1216.0,139.0,4158.0,2078.0,2080.0
06085504310,9271.0,3227.0,9271.0,8137.0,1661.0,509.0,9.0,5657.0,43.0,9.0,249.0,1134.0,443.0,27.0,12.0,35.0,2.0,497.0,118.0,3438.0,3227.0,211.0,3227.0,1531.0,1696.0,9271.0,4686.0,4585.0
06085504311,7126.0,2332.0,7126.0,6769.0,1000.0,115.0,12.0,5445.0,18.0,15.0,164.0,357.0,172.0,7.0,2.0,13.0,6.0,120.0,37.0,2347.0,2332.0,15.0,2332.0,1797.0,535.0,7126.0,3634.0,3492.0
06085504314,4755.0,1276.0,4755.0,4067.0,1097.0,114.0,8.0,2683.0,28.0,5.0,132.0,688.0,386.0,11.0,3.0,8.0,1.0,202.0,77.0,1284.0,1276.0,8.0,1276.0,1066.0,210.0,4755.0,2397.0,2358.0
06085504315,7074.0,1994.0,7074.0,6098.0,1913.0,305.0,39.0,3571.0,42.0,10.0,218.0,976.0,451.0,5.0,18.0,15.0,8.0,387.0,92.0,2005.0,1994.0,11.0,1994.0,1541.0,453.0,7074.0,3583.0,3491.0
06085504316,4868.0,1308.0,4868.0,4186.0,781.0,141.0,7.0,3104.0,23.0,14.0,116.0,682.0,242.0,3.0,19.0,15.0,4.0,367.0,32.0,1319.0,1308.0,11.0,1308.0,1044.0,264.0,4868.0,2436.0,2432.0
06085504317,4717.0,1216.0,4717.0,4226.0,821.0,99.0,15.0,3118.0,45.0,3.0,125.0,491.0,171.0,2.0,8.0,11.0,0.0,242.0,57.0,1224.0,1216.0,8.0,1216.0,988.0,228.0,4717.0,2400.0,2317.0
06085504318,4312.0,1400.0,4312.0,2999.0,1489.0,102.0,33.0,1203.0,33.0,12.0,127.0,1313.0,505.0,8.0,32.0,6.0,0.0,677.0,85.0,1463.0,1400.0,63.0,1400.0,1247.0,153.0,4312.0,2182.0,2130.0
06085504319,5516.0,1407.0,5516.0,4965.0,1078.0,141.0,2.0,3563.0,16.0,12.0,153.0,551.0,241.0,2.0,10.0,12.0,0.0,229.0,57.0,1417.0,1407.0,10.0,1407.0,1148.0,259.0,5516.0,2827.0,2689.0
06085504320,3083.0,839.0,3083.0,2768.0,725.0,61.0,2.0,1844.0,12.0,3.0,121.0,315.0,162.0,0.0,10.0,4.0,3.0,87.0,49.0,846.0,839.0,7.0,839.0,734.0,105.0,3083.0,1507.0,1576.0
06085504321,5334.0,1547.0,5334.0,4395.0,986.0,214.0,15.0,2968.0,42.0,6.0,164.0,939.0,377.0,5.0,15.0,14.0,0.0,455.0,73.0,1556.0,1547.0,9.0,1547.0,960.0,587.0,5334.0,2714.0,2620.0
06085504410,4398.0,1191.0,4398.0,3529.0,1103.0,207.0,11.0,2051.0,10.0,20.0,127.0,869.0,360.0,5.0,12.0,16.0,0.0,409.0,67.0,1206.0,1191.0,15.0,1191.0,776.0,415.0,4398.0,2188.0,2210.0
06085504411,5602.0,1520.0,5602.0,4793.0,1741.0,143.0,17.0,2700.0,15.0,13.0,164.0,809.0,390.0,3.0,16.0,20.0,6.0,270.0,104.0,1534.0,1520.0,14.0,1520.0,1222.0,298.0,5602.0,2840.0,2762.0
06085504412,4862.0,1283.0,4862.0,3881.0,919.0,154.0,21.0,2621.0,31.0,6.0,129.0,981.0,272.0,13.0,27.0,13.0,7.0,595.0,54.0,1296.0,1283.0,13.0,1283.0,681.0,602.0,4862.0,2474.0,2388.0
06085504413,1738.0,697.0,1738.0,1663.0,422.0,21.0,3.0,1171.0,2.0,2.0,42.0,75.0,42.0,0.0,1.0,7.0,0.0,21.0,4.0,701.0,697.0,4.0,697.0,481.0,216.0,1738.0,827.0,911.0
06085504414,5370.0,1435.0,5370.0,5061.0,896.0,105.0,6.0,3855.0,21.0,23.0,155.0,309.0,122.0,0.0,2.0,27.0,1.0,123.0,34.0,1445.0,1435.0,10.0,1435.0,1257.0,178.0,5370.0,2682.0,2688.0
06085504415,5231.0,1517.0,5231.0,4728.0,1516.0,116.0,17.0,2845.0,24.0,14.0,196.0,503.0,155.0,4.0,11.0,16.0,1.0,258.0,58.0,1532.0,1517.0,15.0,1517.0,1372.0,145.0,5231.0,2684.0,2547.0
06085504416,3712.0,1083.0,3712.0,3330.0,1078.0,105.0,16.0,1957.0,19.0,14.0,141.0,382.0,144.0,1.0,3.0,11.0,4.0,178.0,41.0,1092.0,1083.0,9.0,1083.0,783.0,300.0,3712.0,1867.0,1845.0
06085504417,2638.0,710.0,2638.0,2154.0,1114.0,42.0,7.0,881.0,13.0,2.0,95.0,484.0,223.0,1.0,8.0,6.0,2.0,195.0,49.0,723.0,710.0,13.0,710.0,596.0,114.0,2638.0,1360.0,1278.0
06085504418,5424.0,1295.0,5424.0,3617.0,787.0,176.0,7.0,2447.0,48.0,5.0,147.0,1807.0,500.0,16.0,19.0,24.0,8.0,1123.0,117.0,1314.0,1295.0,19.0,1295.0,592.0,703.0,5424.0,2825.0,2599.0
06085504420,4599.0,1333.0,4599.0,4196.0,1311.0,136.0,15.0,2514.0,31.0,4.0,185.0,403.0,204.0,7.0,2.0,9.0,4.0,135.0,42.0,1345.0,1333.0,12.0,1333.0,982.0,351.0,4599.0,2347.0,2252.0
06085504421,4870.0,1337.0,4870.0,4351.0,1191.0,194.0,11.0,2687.0,59.0,16.0,193.0,519.0,215.0,12.0,4.0,9.0,0.0,223.0,56.0,1341.0,1337.0,4.0,1337.0,1120.0,217.0,4870.0,2487.0,2383.0
06085504422,4288.0,1213.0,4288.0,3457.0,761.0,210.0,25.0,2264.0,10.0,12.0,175.0,831.0,305.0,12.0,4.0,9.0,1.0,448.0,52.0,1222.0,1213.0,9.0,1213.0,694.0,519.0,4288.0,2166.0,2122.0
06085504504,5478.0,759.0,5478.0,3298.0,1169.0,441.0,63.0,1403.0,22.0,3.0,197.0,2180.0,1504.0,20.0,56.0,17.0,8.0,368.0,207.0,787.0,759.0,28.0,759.0,310.0,449.0,5478.0,3753.0,1725.0
06085504505,3796.0,1021.0,3796.0,3271.0,855.0,160.0,14.0,2022.0,21.0,8.0,191.0,525.0,155.0,1.0,7.0,13.0,7.0,276.0,66.0,1027.0,1021.0,6.0,1021.0,832.0,189.0,3796.0,1953.0,1843.0
06085504506,5090.0,1932.0,5090.0,4755.0,1360.0,142.0,15.0,3040.0,21.0,7.0,170.0,335.0,115.0,6.0,3.0,7.0,1.0,168.0,35.0,2004.0,1932.0,72.0,1932.0,1147.0,785.0,5090.0,2695.0,2395.0
06085504507,5767.0,1582.0,5767.0,4728.0,1706.0,185.0,21.0,2603.0,25.0,17.0,171.0,1039.0,443.0,15.0,1.0,33.0,2.0,436.0,109.0,1600.0,1582.0,18.0,1582.0,1164.0,418.0,5767.0,2918.0,2849.0
06085504601,1418.0,558.0,1418.0,1199.0,841.0,131.0,11.0,140.0,8.0,5.0,63.0,219.0,99.0,5.0,2.0,4.0,2.0,73.0,34.0,838.0,558.0,280.0,558.0,341.0,217.0,1418.0,681.0,737.0
06085504602,2234.0,519.0,2234.0,550.0,392.0,14.0,23.0,73.0,7.0,0.0,41.0,1684.0,540.0,0.0,0.0,1.0,2.0,1090.0,51.0,527.0,519.0,8.0,519.0,276.0,243.0,2234.0,1169.0,1065.0
06085504700,599.0,87.0,599.0,503.0,315.0,66.0,4.0,66.0,13.0,0.0,39.0,96.0,48.0,0.0,1.0,2.0,0.0,27.0,18.0,97.0,87.0,10.0,87.0,0.0,87.0,599.0,400.0,199.0
06085504802,5199.0,1779.0,5199.0,4206.0,1628.0,86.0,20.0,2288.0,18.0,14.0,152.0,993.0,384.0,1.0,18.0,29.0,2.0,499.0,60.0,1817.0,1779.0,38.0,1779.0,1174.0,605.0,5199.0,2677.0,2522.0
06085504803,3799.0,1855.0,3799.0,3168.0,1782.0,132.0,8.0,1057.0,23.0,14.0,152.0,631.0,263.0,2.0,4.0,12.0,0.0,299.0,51.0,2009.0,1855.0,154.0,1855.0,744.0,1111.0,3799.0,2033.0,1766.0
06085504805,4905.0,2297.0,4905.0,4275.0,3282.0,124.0,24.0,617.0,20.0,15.0,193.0,630.0,287.0,6.0,5.0,7.0,1.0,264.0,60.0,2369.0,2297.0,72.0,2297.0,2055.0,242.0,4905.0,2172.0,2733.0
06085504806,3067.0,750.0,3067.0,2170.0,716.0,81.0,20.0,1236.0,29.0,1.0,87.0,897.0,333.0,8.0,10.0,20.0,3.0,469.0,54.0,762.0,750.0,12.0,750.0,545.0,205.0,3067.0,1544.0,1523.0
06085504901,1551.0,827.0,1551.0,1452.0,581.0,36.0,3.0,779.0,0.0,12.0,41.0,99.0,43.0,0.0,0.0,2.0,0.0,51.0,3.0,913.0,827.0,86.0,827.0,7.0,820.0,1551.0,931.0,620.0
06085505001,7224.0,2465.0,7224.0,6269.0,2335.0,146.0,17.0,3443.0,33.0,15.0,280.0,955.0,391.0,6.0,5.0,22.0,1.0,445.0,85.0,2931.0,2465.0,466.0,2465.0,1236.0,1229.0,7224.0,3841.0,3383.0
06085505005,5914.0,2281.0,5914.0,4657.0,2629.0,407.0,41.0,1307.0,21.0,8.0,244.0,1257.0,503.0,24.0,33.0,11.0,4.0,583.0,99.0,2376.0,2281.0,95.0,2281.0,1395.0,886.0,5914.0,2927.0,2987.0
