,P030001 Total: Workers 16 years and over,P030005 Total:  Public transportation:
06083002809,1876.0,25.0
06083002902,2022.0,204.0
06083002903,3183.0,33.0
06083002904,4732.0,277.0
06083002906,2078.0,35.0
06083002907,1886.0,19.0
06083002909,2814.0,27.0
06083002910,1302.0,25.0
06083002911,2526.0,132.0
06083002912,2299.0,171.0
06083002913,1530.0,28.0
06083002914,1394.0,30.0
06083003001,2669.0,207.0
06083003002,1542.0,0.0
06083003004,2496.0,33.0
06083003005,2460.0,32.0
06085500100,2312.0,165.0
06085500200,2049.0,148.0
06085500300,1090.0,94.0
06085500400,1436.0,74.0
06085500500,2345.0,67.0
06085500600,2190.0,97.0
06085500800,968.0,180.0
06085500901,1400.0,218.0
06085500902,1892.0,206.0
06085501000,2555.0,630.0
06085501100,3657.0,246.0
06085501200,2216.0,144.0
06085501300,2136.0,201.0
06085501400,2738.0,352.0
06085501501,1693.0,130.0
06085501502,1765.0,271.0
06085501600,3262.0,515.0
06085501700,2179.0,322.0
06085501800,2510.0,174.0
06085501900,1435.0,65.0
06085502001,2714.0,188.0
06085502002,2332.0,242.0
06085502101,2716.0,24.0
06085502102,3764.0,128.0
06085502201,3180.0,205.0
06085502202,1764.0,53.0
06085502300,3433.0,107.0
06085502400,3545.0,108.0
06085502500,3113.0,107.0
06085502601,1157.0,33.0
06085502602,3991.0,25.0
06085502701,2521.0,26.0
06085502702,4035.0,93.0
06085502800,1913.0,40.0
06085502901,2931.0,56.0
06085502902,3522.0,80.0
06085502903,2492.0,26.0
06085502906,2562.0,127.0
06085502907,2018.0,62.0
06085502908,3549.0,103.0
06085502909,2706.0,96.0
06085502910,1937.0,46.0
06085503001,1947.0,48.0
06085503002,1647.0,69.0
06085503003,2636.0,57.0
06085503103,3801.0,225.0
06085503105,830.0,57.0
06085503106,4169.0,270.0
06085503108,2782.0,127.0
06085503110,1760.0,77.0
06085503111,2367.0,147.0
06085503112,1726.0,167.0
06085503113,1938.0,304.0
06085503115,1115.0,27.0
06085503116,2138.0,49.0
06085503204,3284.0,254.0
06085503207,1925.0,27.0
06085503208,1535.0,7.0
06085503210,1877.0,82.0
06085503211,2225.0,45.0
06085503212,1849.0,36.0
06085503213,1727.0,166.0
06085503214,2300.0,75.0
06085503217,1799.0,115.0
06085503218,1794.0,169.0
06085503304,2968.0,274.0
06085503305,3144.0,135.0
06085503306,1639.0,66.0
06085503312,1653.0,22.0
06085503313,2230.0,25.0
06085503315,3717.0,47.0
06085503317,3456.0,47.0
06085503319,3501.0,36.0
06085503320,3299.0,63.0
06085503321,2447.0,42.0
06085503322,2003.0,34.0
06085503323,2036.0,36.0
06085503324,1751.0,38.0
06085503325,2418.0,57.0
06085503326,1508.0,21.0
06085503327,2343.0,17.0
06085503328,4391.0,54.0
06085503401,2191.0,130.0
06085503402,1946.0,230.0
06085503504,2321.0,188.0
06085503506,2113.0,109.0
06085503507,882.0,69.0
06085503508,2378.0,97.0
06085503509,1770.0,36.0
06085503510,2604.0,95.0
06085503511,1592.0,35.0
06085503601,1259.0,75.0
06085503602,1791.0,87.0
06085503702,2921.0,224.0
06085503703,1701.0,195.0
06085503706,2740.0,178.0
06085503707,2451.0,125.0
06085503708,1163.0,108.0
06085503709,2293.0,141.0
06085503802,3264.0,52.0
06085503803,2333.0,44.0
06085503804,2321.0,52.0
06085503900,3634.0,128.0
06085504001,2491.0,187.0
06085504002,2380.0,32.0
06085504101,1602.0,111.0
06085504102,2171.0,76.0
06085504201,2377.0,42.0
06085504202,2217.0,30.0
06085504307,2454.0,40.0
06085504308,2085.0,23.0
06085504310,4802.0,104.0
06085504311,3803.0,21.0
06085504314,2328.0,19.0
06085504315,3753.0,70.0
06085504316,2403.0,17.0
06085504317,2407.0,10.0
06085504318,2101.0,81.0
06085504319,2784.0,5.0
06085504320,1484.0,0.0
06085504321,2942.0,41.0
06085504410,2128.0,13.0
06085504411,2911.0,27.0
06085504412,2478.0,88.0
06085504413,981.0,17.0
06085504414,2508.0,68.0
06085504415,2670.0,19.0
06085504416,2009.0,34.0
06085504417,1299.0,17.0
06085504418,2492.0,120.0
06085504420,2396.0,24.0
06085504421,2365.0,71.0
06085504422,1987.0,62.0
06085504504,1164.0,37.0
06085504505,1866.0,25.0
06085504506,2825.0,47.0
06085504507,2843.0,65.0
06085504601,693.0,0.0
06085504602,1069.0,34.0
06085504700,306.0,0.0
06085504802,2656.0,83.0
06085504803,2176.0,54.0
06085504805,2598.0,139.0
06085504806,1473.0,80.0
06085504901,987.0,13.0
06085505001,4044.0,79.0
06085505005,3260.0,106.0
06085505006,2365.0,98.0
06085505007,1793.0,47.0
06085505100,1103.0,74.0
06085505202,2780.0,166.0
06085505203,1781.0,135.0
06085505301,2181.0,41.0
06085505302,2127.0,79.0
06085505303,3171.0,66.0
06085505304,1711.0,42.0
06085505305,2919.0,92.0
06085505401,3071.0,52.0
06085505402,1566.0,70.0
06085505403,3549.0,98.0
06085505500,1864.0,30.0
06085505600,1972.0,133.0
06085505700,3308.0,91.0
06085505800,2195.0,69.0
06085505900,3643.0,94.0
06085506000,2500.0,53.0
06085506101,2396.0,82.0
06085506102,2019.0,38.0
06085506103,2273.0,31.0
06085506202,3157.0,88.0
06085506203,3288.0,126.0
06085506204,2964.0,47.0
06085506301,2912.0,163.0
06085506302,3144.0,13.0
06085506304,2681.0,143.0
06085506305,3378.0,256.0
06085506401,1771.0,48.0
06085506402,2890.0,93.0
06085506501,3707.0,197.0
06085506502,2350.0,41.0
06085506503,3083.0,98.0
06085506601,2169.0,64.0
06085506603,2092.0,49.0
06085506604,3728.0,41.0
06085506605,2269.0,11.0
06085506606,2341.0,55.0
06085506701,2075.0,55.0
06085506702,3204.0,44.0
06085506703,1902.0,26.0
06085506801,2942.0,53.0
06085506802,2728.0,18.0
06085506803,3578.0,95.0
06085506804,1869.0,25.0
06085506900,3382.0,45.0
06085507001,3409.0,29.0
06085507002,1454.0,0.0
06085507100,1589.0,0.0
06085507203,1082.0,15.0
06085507205,2312.0,13.0
06085507206,1203.0,7.0
06085507301,2672.0,23.0
06085507302,1245.0,0.0
06085507401,2471.0,19.0
06085507402,2079.0,33.0
06085507500,2400.0,24.0
06085507600,2596.0,25.0
06085507701,1841.0,8.0
06085507702,3023.0,0.0
06085507703,3286.0,14.0
06085507805,2219.0,21.0
06085507806,2545.0,24.0
06085507807,1297.0,29.0
06085507808,2497.0,33.0
06085507903,2292.0,22.0
06085507904,1541.0,10.0
06085507905,2814.0,63.0
06085507906,2042.0,12.0
06085508001,2838.0,28.0
06085508002,4188.0,98.0
06085508101,2822.0,24.0
06085508102,1393.0,21.0
06085508202,3979.0,93.0
06085508203,2431.0,7.0
06085508204,1976.0,27.0
06085508301,1964.0,0.0
06085508303,1164.0,14.0
06085508304,4008.0,74.0
06085508401,3457.0,60.0
06085508403,1301.0,6.0
06085508404,2507.0,39.0
06085508503,3284.0,140.0
06085508504,4001.0,396.0
06085508505,2662.0,97.0
06085508506,4285.0,205.0
06085508601,1756.0,35.0
06085508602,1916.0,86.0
06085508703,4024.0,183.0
06085508704,2877.0,141.0
06085508800,2224.0,238.0
06085508900,2741.0,93.0
06085509000,3845.0,222.0
06085509102,3144.0,83.0
06085509105,3642.0,73.0
06085509106,2348.0,47.0
06085509107,3237.0,189.0
06085509108,2510.0,186.0
06085509109,2259.0,67.0
06085509201,2714.0,126.0
06085509202,2689.0,25.0
06085509302,1556.0,42.0
06085509303,1725.0,64.0
06085509304,1687.0,36.0
06085509401,2039.0,250.0
06085509403,2624.0,307.0
06085509404,3132.0,294.0
06085509500,3302.0,141.0
06085509600,1659.0,69.0
06085509700,1779.0,67.0
06085509801,2678.0,74.0
06085509802,1349.0,46.0
06085509901,780.0,11.0
06085509902,2090.0,66.0
06085510001,2559.0,25.0
06085510002,1639.0,24.0
06085510100,1308.0,8.0
06085510200,1996.0,17.0
06085510300,1828.0,50.0
06085510400,1429.0,44.0
06085510500,1904.0,19.0
06085510600,2907.0,108.0
06085510700,2226.0,119.0
06085510801,2068.0,34.0
06085510802,1029.0,57.0
06085510803,1327.0,23.0
06085510900,2651.0,37.0
06085511000,3251.0,101.0
06085511100,2417.0,51.0
06085511200,2479.0,47.0
06085511300,4275.0,167.0
06085511400,1813.0,82.0
06085511500,3789.0,210.0
06085511604,3232.0,44.0
06085511605,30.0,0.0
06085511606,1767.0,91.0
06085511607,232.0,0.0
06085511701,1836.0,18.0
06085511702,1292.0,9.0
06085511703,3574.0,27.0
06085511800,2326.0,14.0
06085511901,4263.0,203.0
06085511905,1409.0,22.0
06085511907,1680.0,29.0
06085511909,3825.0,57.0
06085511910,1446.0,19.0
06085511911,2467.0,50.0
06085511912,2739.0,28.0
06085511913,2315.0,13.0
06085511914,2904.0,17.0
06085512001,3121.0,38.0
06085512002,3827.0,71.0
06085512005,3783.0,128.0
06085512014,3139.0,115.0
06085512015,2827.0,112.0
06085512016,4380.0,135.0
06085512017,3651.0,112.0
06085512018,3970.0,422.0
06085512019,2530.0,56.0
06085512020,3374.0,92.0
06085512021,3467.0,80.0
06085512022,2423.0,118.0
06085512023,2883.0,137.0
06085512024,2038.0,111.0
06085512025,1450.0,39.0
06085512026,2281.0,41.0
06085512027,1994.0,65.0
06085512028,2931.0,115.0
06085512029,3767.0,121.0
06085512030,1683.0,55.0
06085512031,2294.0,51.0
06085512032,1783.0,34.0
06085512033,3193.0,100.0
06085512034,1586.0,72.0
06085512035,2237.0,47.0
06085512100,733.0,27.0
06085512200,1645.0,21.0
06085512304,3818.0,128.0
06085512305,1783.0,102.0
06085512306,4088.0,202.0
06085512307,2994.0,125.0
06085512308,2972.0,82.0
06085512309,2450.0,97.0
06085512401,2134.0,61.0
06085512402,2343.0,110.0
06085512503,3262.0,91.0
06085512505,2389.0,116.0
06085512506,2341.0,97.0
06085512507,4032.0,129.0
06085512508,3615.0,150.0
06085512601,3445.0,92.0
06085512602,1357.0,31.0
06085512700,462.0,20.0
06087100100,1190.0,38.0
06087100200,3474.0,155.0
06087100300,1449.0,67.0
06087100400,1509.0,398.0
06087100500,2749.0,134.0
06087100600,1770.0,101.0
06087100700,1059.0,119.0
06087100800,4279.0,297.0
06087100900,2416.0,106.0
06087101000,4127.0,528.0
06087101100,3006.0,89.0
06087101200,1432.0,79.0
06087110100,2019.0,64.0
06087110200,2916.0,53.0
06087110300,2764.0,122.0
06087110400,1984.0,39.0
06087110501,2912.0,54.0
06087110502,2184.0,116.0
06087110600,2686.0,59.0
06087110700,1455.0,35.0
06087120200,2193.0,23.0
06087120301,2973.0,65.0
06087120302,1610.0,57.0
06087120400,3176.0,63.0
06087120500,3600.0,10.0
06087120600,2711.0,17.0
06087120700,2522.0,128.0
06087120800,2742.0,44.0
06087120900,3896.0,81.0
06087121000,1937.0,0.0
06087121100,1333.0,14.0
06087121200,3249.0,25.0
06087121300,2024.0,51.0
06087121401,1240.0,42.0
06087121402,2073.0,67.0
06087121403,1686.0,81.0
06087121500,2978.0,133.0
06087121600,3651.0,65.0
06087121700,4044.0,102.0
06087121800,2813.0,27.0
06087122001,2619.0,13.0
06087122002,1858.0,37.0
06087122003,3410.0,94.0
06087122100,1958.0,49.0
06087122201,3621.0,28.0
06087122202,1129.0,14.0
06087122203,1842.0,9.0
06087122300,1890.0,11.0
06087122400,3789.0,45.0
06087122500,2586.0,78.0
06087123100,1039.0,29.0
06087123300,534.0,4.0
06089010100,604.0,24.0
06089010200,679.0,25.0
06089010300,1668.0,44.0
06089010400,1734.0,58.0
06089010500,1844.0,42.0
06089010600,3466.0,54.0
06089010701,3085.0,25.0
06089010702,1325.0,15.0
06089010801,2544.0,0.0
06089010802,4766.0,17.0
06089010900,1359.0,6.0
06089011000,2875.0,0.0
06089011100,1128.0,13.0
06089011200,2075.0,28.0
06089011300,1964.0,69.0
06089011400,3621.0,9.0
06089011500,1811.0,6.0
06089011600,1436.0,26.0
06089011700,2891.0,45.0
06089011800,3021.0,0.0
06089011900,1718.0,0.0
06089012000,1667.0,6.0
06089012100,2048.0,36.0
06089012200,1972.0,4.0
06089012301,885.0,0.0
06089012302,1861.0,9.0
06089012303,1596.0,0.0
06089012400,1556.0,4.0
06089012500,640.0,0.0
06089012601,1771.0,3.0
06089012602,2012.0,0.0
06089012701,1698.0,0.0
06089012702,1167.0,0.0
06091010000,1502.0,0.0
06093000100,528.0,0.0
06093000200,666.0,0.0
06093000300,1431.0,5.0
06093000400,224.0,0.0
06093000500,617.0,2.0
06093000600,593.0,10.0
06093000701,1510.0,14.0
06093000702,1436.0,0.0
06093000703,1438.0,7.0
06093000800,1271.0,11.0
06093000900,2301.0,26.0
06093001000,3302.0,0.0
06093001100,806.0,29.0
06093001200,583.0,0.0
06095250101,3452.0,105.0
06095250102,3569.0,185.0
06095250200,1507.0,108.0
06095250300,1346.0,49.0
06095250400,1482.0,28.0
06095250501,848.0,9.0
06095250502,1668.0,59.0
06095250601,1944.0,136.0
06095250603,4657.0,240.0
06095250701,1089.0,46.0
06095250702,1236.0,90.0
06095250800,85.0,0.0
06095250900,1009.0,99.0
06095251000,1213.0,90.0
06095251100,1300.0,123.0
06095251200,1136.0,48.0
06095251300,1550.0,67.0
06095251400,2351.0,78.0
06095251500,1526.0,63.0
06095251600,1222.0,130.0
06095251701,1652.0,85.0
06095251702,887.0,13.0
06095251802,599.0,42.0
06095251803,2021.0,91.0
06095251804,2066.0,99.0
06095251901,2265.0,126.0
06095251902,2475.0,111.0
06095251903,2531.0,153.0
06095252000,2188.0,74.0
06095252102,2017.0,80.0
06095252103,2622.0,131.0
06095252104,2103.0,101.0
06095252105,1960.0,86.0
06095252106,2252.0,66.0
06095252107,1928.0,93.0
06095252108,1567.0,89.0
06095252201,2606.0,61.0
06095252202,3096.0,45.0
06095252305,1643.0,10.0
06095252306,1609.0,27.0
06095252307,4440.0,135.0
06095252308,3560.0,39.0
06095252309,4838.0,36.0
06095252401,1508.0,15.0
06095252402,2273.0,40.0
06095252501,1039.0,19.0
06095252502,577.0,27.0
06095252604,1556.0,62.0
06095252605,1958.0,87.0
06095252606,1474.0,30.0
06095252607,1313.0,60.0
06095252608,1516.0,52.0
06095252609,2878.0,52.0
06095252702,2712.0,124.0
06095252703,1889.0,42.0
06095252704,2060.0,37.0
06095252705,3066.0,61.0
06095252706,1034.0,17.0
06095252707,2305.0,25.0
06095252800,5478.0,15.0
06095252902,3963.0,21.0
06095252903,2106.0,24.0
06095252904,1591.0,0.0
06095252907,5859.0,89.0
06095252908,1949.0,0.0
06095252909,1961.0,16.0
06095252910,2655.0,11.0
06095253000,0.0,0.0
06095253101,2352.0,13.0
06095253105,2684.0,37.0
06095253106,1986.0,35.0
06095253107,2985.0,0.0
06095253108,1877.0,5.0
06095253201,2645.0,0.0
06095253202,5515.0,17.0
06095253203,1887.0,10.0
06095253300,1119.0,0.0
06095253401,5183.0,19.0
06095253402,2232.0,33.0
06095253500,2271.0,21.0
06097150100,1274.0,39.0
06097150201,3249.0,58.0
06097150202,2403.0,57.0
06097150302,4232.0,91.0
06097150303,1648.0,32.0
06097150304,2970.0,47.0
06097150500,3062.0,146.0
06097150601,2039.0,71.0
06097150602,2359.0,120.0
06097150603,3533.0,174.0
06097150605,5984.0,266.0
06097150606,3796.0,154.0
06097150701,2229.0,162.0
06097150702,2303.0,90.0
06097150800,2513.0,148.0
06097150901,2456.0,112.0
06097150902,1761.0,93.0
06097151000,1749.0,65.0
06097151100,2626.0,21.0
06097151201,3200.0,105.0
06097151203,2561.0,104.0
06097151204,1936.0,87.0
06097151301,2277.0,72.0
06097151305,2453.0,142.0
06097151306,2008.0,47.0
06097151307,2971.0,172.0
06097151308,2436.0,83.0
06097151309,2716.0,50.0
06097151310,2621.0,64.0
06097151311,3507.0,74.0
06097151401,1813.0,62.0
06097151402,3679.0,109.0
06097151502,3588.0,53.0
06097151503,2059.0,6.0
06097151504,1844.0,6.0
06097151600,1482.0,42.0
06097151700,3348.0,80.0
06097151800,2566.0,11.0
06097151900,1596.0,77.0
06097152000,1085.0,63.0
06097152100,1226.0,38.0
06097152201,2370.0,67.0
06097152202,3157.0,67.0
06097152203,1994.0,34.0
06097152300,1999.0,28.0
06097152400,3617.0,11.0
06097152501,1852.0,19.0
06097152502,1826.0,36.0
06097152600,3951.0,26.0
06097152701,2762.0,34.0
06097152702,2027.0,16.0
06097152801,2983.0,57.0
06097152802,3062.0,128.0
06097152901,4064.0,55.0
06097152903,2236.0,125.0
06097152904,2384.0,11.0
06097153001,2896.0,67.0
06097153002,2953.0,93.0
06097153003,2710.0,53.0
06097153005,3469.0,16.0
06097153006,3334.0,63.0
06097153101,3167.0,200.0
06097153102,2205.0,66.0
06097153200,2388.0,64.0
06097153300,3272.0,24.0
06097153401,3195.0,65.0
06097153403,1984.0,45.0
06097153404,2146.0,7.0
06097153501,2468.0,79.0
06097153502,2143.0,34.0
06097153600,3046.0,33.0
06097153703,2009.0,42.0
06097153704,2064.0,22.0
06097153705,1953.0,7.0
06097153706,2339.0,17.0
06097153801,2892.0,55.0
06097153802,4973.0,17.0
06097153803,3802.0,31.0
06097153901,2181.0,38.0
06097153902,2188.0,63.0
06097153903,2083.0,36.0
06097154000,1649.0,3.0
06097154100,2386.0,15.0
06097154200,3602.0,17.0
06097154301,1836.0,28.0
06097154302,2172.0,0.0
06099000101,2152.0,0.0
06099000102,1808.0,0.0
06099000201,2548.0,47.0
06099000202,1305.0,4.0
06099000203,2851.0,8.0
06099000301,474.0,0.0
06099000302,1098.0,0.0
06099000303,1856.0,24.0
06099000304,1829.0,0.0
06099000402,1777.0,5.0
06099000403,1581.0,9.0
06099000404,1756.0,26.0
06099000501,2740.0,16.0
06099000503,2317.0,21.0
06099000504,2463.0,20.0
06099000505,1615.0,12.0
06099000506,1949.0,30.0
06099000507,3163.0,0.0
06099000508,1498.0,16.0
06099000601,2118.0,6.0
06099000602,1192.0,3.0
06099000801,2794.0,32.0
06099000803,1410.0,5.0
06099000805,2606.0,58.0
06099000806,1959.0,41.0
06099000807,1638.0,47.0
06099000905,2672.0,50.0
06099000906,2955.0,24.0
06099000907,1511.0,4.0
06099000908,2424.0,20.0
06099000909,1748.0,9.0
06099000910,2770.0,48.0
06099000911,2511.0,41.0
06099000912,2397.0,0.0
06099001001,2729.0,64.0
06099001002,1414.0,13.0
06099001100,1554.0,17.0
06099001200,1820.0,19.0
06099001300,2919.0,7.0
06099001400,2645.0,62.0
06099001500,2205.0,40.0
06099001601,1266.0,24.0
06099001603,1797.0,40.0
06099001604,793.0,22.0
06099001700,621.0,15.0
06099001800,592.0,9.0
06099001900,2203.0,13.0
06099002002,1314.0,6.0
06099002003,3537.0,18.0
06099002004,2303.0,33.0
06099002100,1025.0,56.0
06099002200,1620.0,79.0
06099002301,1779.0,52.0
06099002302,1080.0,14.0
06099002400,2674.0,36.0
06099002501,816.0,0.0
06099002502,2931.0,10.0
06099002602,1507.0,5.0
06099002603,1202.0,3.0
06099002604,1039.0,69.0
06099002605,1508.0,29.0
06099002701,1493.0,0.0
06099002702,2469.0,48.0
06099002801,1636.0,0.0
06099002802,2646.0,0.0
06099002803,1009.0,0.0
06099002901,1713.0,0.0
06099002902,1828.0,8.0
06099003001,1702.0,0.0
06099003002,1759.0,9.0
06099003100,1294.0,0.0
06099003201,1829.0,10.0
06099003202,2645.0,9.0
06099003300,1370.0,0.0
06099003400,458.0,0.0
06099003500,2458.0,8.0
06099003602,3815.0,26.0
06099003603,1670.0,8.0
06099003604,2802.0,0.0
06099003700,1671.0,19.0
06099003801,3144.0,46.0
06099003802,1605.0,25.0
06099003803,940.0,3.0
06099003904,1671.0,7.0
06099003905,1703.0,0.0
06099003906,1828.0,38.0
06099003907,2965.0,0.0
06099003908,926.0,0.0
06099003909,2742.0,0.0
06101050101,2111.0,8.0
06101050102,1427.0,27.0
06101050201,1198.0,0.0
06101050202,1469.0,0.0
06101050301,1061.0,7.0
06101050302,1949.0,11.0
06101050400,3583.0,25.0
06101050501,1564.0,0.0
06101050503,1758.0,0.0
06101050504,2747.0,38.0
06101050601,2058.0,19.0
06101050603,1369.0,8.0
06101050604,1592.0,27.0
06101050700,2448.0,0.0
06101050800,1315.0,13.0
06101050900,666.0,0.0
06101051000,953.0,5.0
06101051100,1115.0,5.0
06103000100,1666.0,9.0
06103000200,2272.0,0.0
06103000300,1395.0,2.0
06103000400,1808.0,18.0
06103000500,2067.0,10.0
06103000600,1991.0,0.0
06103000700,2496.0,20.0
06103000800,1350.0,0.0
06103000900,1151.0,8.0
06103001000,2348.0,52.0
06103001100,2096.0,0.0
06105000100,2682.0,4.0
06105000200,672.0,0.0
06105000300,859.0,10.0
06105000400,188.0,0.0
06107000100,2138.0,0.0
06107000201,2349.0,130.0
06107000202,615.0,0.0
06107000301,2137.0,0.0
06107000302,1043.0,0.0
06107000401,1502.0,0.0
06107000402,2009.0,0.0
06107000501,2010.0,0.0
06107000502,828.0,0.0
06107000600,1646.0,8.0
06107000701,1018.0,5.0
06107000702,1402.0,0.0
06107000800,2319.0,13.0
06107000900,1957.0,6.0
06107001003,2489.0,25.0
06107001004,2116.0,44.0
06107001005,819.0,0.0
06107001006,2751.0,12.0
06107001100,2114.0,85.0
06107001200,466.0,8.0
06107001301,3053.0,4.0
06107001302,2158.0,38.0
06107001400,1629.0,4.0
06107001501,1856.0,30.0
06107001502,2004.0,0.0
06107001601,1538.0,6.0
06107001602,1819.0,0.0
06107001701,2458.0,65.0
06107001703,2821.0,10.0
06107001704,1059.0,0.0
06107001800,2127.0,38.0
06107001901,1447.0,0.0
06107001902,1993.0,22.0
06107002002,1980.0,10.0
06107002003,2770.0,38.0
06107002004,1905.0,22.0
06107002006,1885.0,0.0
06107002007,1385.0,0.0
06107002008,1012.0,21.0
06107002009,1964.0,14.0
06107002100,783.0,0.0
06107002201,2876.0,34.0
06107002202,955.0,0.0
06107002302,1834.0,9.0
06107002303,2344.0,14.0
06107002304,703.0,11.0
06107002400,1826.0,6.0
06107002500,1228.0,12.0
06107002601,1382.0,0.0
06107002602,1672.0,0.0
06107002700,1889.0,8.0
06107002800,707.0,0.0
06107002901,857.0,37.0
06107002903,1946.0,0.0
06107002904,1670.0,54.0
06107003001,1159.0,0.0
06107003002,1196.0,26.0
06107003100,1072.0,5.0
06107003200,1988.0,0.0
06107003300,2376.0,8.0
06107003400,1960.0,4.0
06107003500,3759.0,14.0
06107003601,2640.0,28.0
06107003602,1837.0,9.0
06107003700,2173.0,0.0
06107003801,1058.0,63.0
06107003802,1312.0,25.0
06107003901,2234.0,45.0
06107003902,1543.0,54.0
06107004000,0.0,0.0
06107004101,2332.0,31.0
06107004102,499.0,0.0
06107004200,1314.0,15.0
06107004300,1669.0,3.0
06107004400,1493.0,13.0
06107004500,1867.0,14.0
06109001100,1394.0,11.0
06109001200,1713.0,26.0
06109002100,1794.0,0.0
06109002200,3104.0,24.0
06109003100,3188.0,7.0
06109003200,2264.0,7.0
06109004100,1644.0,33.0
06109004200,1372.0,7.0
06109005100,2826.0,10.0
06109005201,579.0,0.0
06109005202,0.0,0.0
06111000100,379.0,0.0
06111000200,952.0,17.0
06111000301,3489.0,20.0
06111000302,2318.0,5.0
06111000400,2430.0,18.0
06111000500,647.0,21.0
06111000600,2028.0,28.0
06111000700,3818.0,11.0
06111000800,3096.0,11.0
06111000901,1118.0,0.0
06111000902,800.0,20.0
06111000903,2915.0,9.0
06111001001,1342.0,3.0
06111001002,3350.0,95.0
06111001101,2069.0,18.0
06111001102,1690.0,20.0
06111001201,1954.0,28.0
06111001202,3640.0,28.0
06111001204,1035.0,6.0
06111001205,480.0,0.0
06111001301,3582.0,70.0
06111001302,571.0,0.0
06111001401,1478.0,9.0
06111001402,2701.0,23.0
06111001502,3399.0,19.0
06111001503,2281.0,65.0
06111001506,2575.0,0.0
06111001507,1834.0,25.0
06111001601,579.0,0.0
06111001602,983.0,14.0
06111001700,1731.0,18.0
06111001800,2119.0,7.0
06111001900,1913.0,11.0
06111002000,1395.0,8.0
06111002102,1032.0,18.0
06111002200,2726.0,85.0
06111002300,2483.0,145.0
06111002400,1073.0,37.0
06111002500,2732.0,22.0
06111002600,1895.0,34.0
06111002700,1755.0,29.0
06111002800,3197.0,12.0
06111002901,1870.0,28.0
06111002902,2581.0,34.0
06111003001,2441.0,18.0
06111003002,3452.0,34.0
06111003100,3352.0,28.0
06111003201,1766.0,16.0
06111003202,1186.0,26.0
06111003300,3135.0,61.0
06111003401,2217.0,20.0
06111003402,2681.0,72.0
06111003500,459.0,13.0
06111003603,2448.0,31.0
06111003604,2644.0,30.0
06111003605,3650.0,31.0
06111003607,2227.0,21.0
06111003608,1555.0,11.0
06111003700,2446.0,43.0
06111003800,2901.0,45.0
06111003900,2746.0,57.0
06111004000,2280.0,19.0
06111004101,2381.0,42.0
06111004102,919.0,0.0
06111004200,2422.0,11.0
06111004301,1744.0,14.0
06111004302,2936.0,58.0
06111004400,3202.0,20.0
06111004501,2608.0,17.0
06111004503,1329.0,6.0
06111004504,2159.0,27.0
06111004600,1528.0,13.0
06111004702,1958.0,53.0
06111004703,3098.0,58.0
06111004704,676.0,0.0
06111004705,3510.0,6.0
06111004706,544.0,30.0
06111004900,2800.0,32.0
06111005001,3111.0,42.0
06111005002,1063.0,24.0
06111005100,1430.0,0.0
06111005201,3677.0,14.0
06111005202,1279.0,15.0
06111005203,2648.0,12.0
06111005303,2617.0,7.0
06111005304,1479.0,0.0
06111005305,2608.0,19.0
06111005306,2529.0,21.0
06111005401,2087.0,10.0
06111005403,1264.0,0.0
06111005404,1703.0,24.0
06111005502,2579.0,23.0
06111005503,1823.0,8.0
06111005504,2009.0,18.0
06111005600,3203.0,24.0
06111005700,41.0,0.0
06111005800,4419.0,57.0
06111005901,3624.0,0.0
06111005906,3159.0,14.0
06111005907,1608.0,14.0
06111005908,1409.0,0.0
06111005909,1836.0,12.0
06111005910,893.0,6.0
06111005911,2067.0,12.0
06111006000,2322.0,25.0
06111006100,3569.0,20.0
06111006200,1365.0,0.0
06111006301,3010.0,20.0
06111006302,1817.0,6.0
06111006400,3547.0,25.0
06111006500,1848.0,14.0
06111006600,1988.0,7.0
06111006700,1597.0,23.0
06111006800,1903.0,16.0
06111006900,1787.0,44.0
06111007000,1784.0,0.0
06111007100,2895.0,38.0
06111007201,1710.0,12.0
06111007202,1829.0,8.0
06111007300,801.0,0.0
06111007402,2895.0,0.0
06111007403,2881.0,24.0
06111007404,4346.0,20.0
06111007501,4611.0,39.0
06111007503,2894.0,18.0
06111007504,4002.0,30.0
06111007505,1709.0,29.0
06111007506,3302.0,75.0
06111007507,3247.0,17.0
06111007508,1933.0,23.0
06111007602,3603.0,74.0
06111007604,4362.0,22.0
06111007606,301.0,0.0
06111007607,3191.0,21.0
06111007608,4046.0,27.0
06111007700,2744.0,11.0
06111007800,1452.0,28.0
06111007901,2644.0,67.0
06111007903,1416.0,4.0
06111007904,2922.0,91.0
06111008001,1661.0,26.0
06111008002,2278.0,46.0
06111008004,2644.0,10.0
06111008005,1350.0,25.0
06111008101,1626.0,29.0
06111008201,1677.0,29.0
06111008202,2231.0,52.0
06111008302,2883.0,54.0
06111008303,1608.0,24.0
06111008304,2489.0,53.0
06111008305,1254.0,10.0
06111008306,2038.0,6.0
06111008401,2091.0,14.0
06111008402,2131.0,40.0
06111008500,3824.0,40.0
06113010101,1684.0,89.0
06113010102,2318.0,77.0
06113010201,1013.0,23.0
06113010203,1707.0,31.0
06113010204,1920.0,56.0
06113010300,3045.0,43.0
06113010400,607.0,0.0
06113010501,1357.0,40.0
06113010505,1576.0,50.0
06113010506,1414.0,85.0
06113010507,4440.0,372.0
06113010508,1431.0,60.0
06113010509,1887.0,170.0
06113010510,2845.0,366.0
06113010602,2896.0,129.0
