,Total:,No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,state,county,tract
06037531800,1288.0,75.0,444.0,448.0,257.0,64.0,0.0,06,037,531800
06037531901,1785.0,181.0,567.0,605.0,311.0,101.0,20.0,06,037,531901
06037531902,1160.0,68.0,312.0,348.0,339.0,41.0,52.0,06,037,531902
06037532001,1122.0,94.0,367.0,386.0,224.0,36.0,15.0,06,037,532001
06037532002,968.0,61.0,185.0,427.0,211.0,62.0,22.0,06,037,532002
06037532101,1826.0,58.0,368.0,791.0,483.0,86.0,40.0,06,037,532101
06037532102,1052.0,40.0,140.0,209.0,539.0,116.0,8.0,06,037,532102
06037532200,1864.0,61.0,173.0,970.0,504.0,131.0,25.0,06,037,532200
06037532302,1132.0,29.0,163.0,503.0,398.0,35.0,4.0,06,037,532302
06037532303,1275.0,83.0,247.0,421.0,363.0,114.0,47.0,06,037,532303
06037532304,1040.0,51.0,245.0,326.0,303.0,87.0,28.0,06,037,532304
06037532400,29.0,0.0,5.0,11.0,9.0,4.0,0.0,06,037,532400
06037532500,1117.0,194.0,315.0,232.0,332.0,44.0,0.0,06,037,532500
06037532603,770.0,92.0,227.0,261.0,155.0,28.0,7.0,06,037,532603
06037532604,679.0,60.0,120.0,245.0,191.0,53.0,10.0,06,037,532604
06037532605,1143.0,240.0,388.0,265.0,167.0,74.0,9.0,06,037,532605
06037532606,1259.0,279.0,525.0,288.0,103.0,16.0,48.0,06,037,532606
06037532700,620.0,144.0,86.0,183.0,178.0,29.0,0.0,06,037,532700
06037532800,996.0,324.0,121.0,334.0,134.0,83.0,0.0,06,037,532800
06037532900,1594.0,303.0,316.0,560.0,303.0,97.0,15.0,06,037,532900
06037533001,1055.0,184.0,92.0,455.0,293.0,31.0,0.0,06,037,533001
06037533002,654.0,27.0,119.0,301.0,134.0,23.0,50.0,06,037,533002
06037533103,888.0,170.0,363.0,266.0,60.0,29.0,0.0,06,037,533103
06037533104,1286.0,292.0,574.0,307.0,96.0,17.0,0.0,06,037,533104
06037533105,636.0,78.0,229.0,169.0,130.0,30.0,0.0,06,037,533105
06037533106,440.0,63.0,72.0,146.0,110.0,38.0,11.0,06,037,533106
06037533107,1008.0,255.0,347.0,223.0,140.0,29.0,14.0,06,037,533107
06037533201,699.0,63.0,210.0,294.0,119.0,10.0,3.0,06,037,533201
06037533202,672.0,58.0,90.0,362.0,130.0,32.0,0.0,06,037,533202
06037533203,429.0,61.0,129.0,156.0,31.0,49.0,3.0,06,037,533203
06037533300,882.0,55.0,273.0,322.0,213.0,19.0,0.0,06,037,533300
06037533401,1194.0,37.0,363.0,317.0,451.0,0.0,26.0,06,037,533401
06037533402,1046.0,133.0,351.0,311.0,169.0,82.0,0.0,06,037,533402
06037533403,744.0,6.0,197.0,265.0,235.0,41.0,0.0,06,037,533403
06037533501,725.0,48.0,219.0,252.0,182.0,15.0,9.0,06,037,533501
06037533502,512.0,31.0,143.0,120.0,173.0,45.0,0.0,06,037,533502
06037533503,435.0,24.0,139.0,106.0,122.0,44.0,0.0,06,037,533503
06037533601,1141.0,111.0,353.0,422.0,205.0,36.0,14.0,06,037,533601
06037533602,1490.0,84.0,443.0,580.0,300.0,54.0,29.0,06,037,533602
06037533603,1823.0,84.0,728.0,647.0,306.0,9.0,49.0,06,037,533603
06037533701,1011.0,105.0,237.0,377.0,214.0,56.0,22.0,06,037,533701
06037533702,885.0,24.0,288.0,355.0,184.0,34.0,0.0,06,037,533702
06037533703,1008.0,76.0,287.0,342.0,212.0,91.0,0.0,06,037,533703
06037533803,1709.0,106.0,412.0,674.0,358.0,148.0,11.0,06,037,533803
06037533804,1216.0,97.0,376.0,535.0,184.0,24.0,0.0,06,037,533804
06037533805,986.0,0.0,204.0,498.0,238.0,42.0,4.0,06,037,533805
06037533806,1092.0,83.0,284.0,538.0,157.0,30.0,0.0,06,037,533806
06037533901,1526.0,88.0,238.0,624.0,506.0,70.0,0.0,06,037,533901
06037533902,1021.0,51.0,172.0,434.0,353.0,6.0,5.0,06,037,533902
06037534001,1324.0,150.0,183.0,583.0,389.0,19.0,0.0,06,037,534001
06037534002,1059.0,12.0,156.0,415.0,340.0,124.0,12.0,06,037,534002
06037534101,517.0,13.0,101.0,256.0,140.0,7.0,0.0,06,037,534101
06037534102,1516.0,51.0,407.0,763.0,224.0,71.0,0.0,06,037,534102
06037534201,1078.0,81.0,349.0,332.0,225.0,91.0,0.0,06,037,534201
06037534202,1316.0,53.0,179.0,684.0,316.0,84.0,0.0,06,037,534202
06037534203,913.0,47.0,219.0,455.0,153.0,39.0,0.0,06,037,534203
06037534301,1214.0,103.0,223.0,580.0,249.0,56.0,3.0,06,037,534301
06037534302,857.0,10.0,103.0,468.0,241.0,26.0,9.0,06,037,534302
06037534403,744.0,55.0,135.0,384.0,146.0,16.0,8.0,06,037,534403
06037534404,980.0,56.0,236.0,410.0,213.0,60.0,5.0,06,037,534404
06037534405,960.0,14.0,135.0,540.0,221.0,34.0,16.0,06,037,534405
06037534406,1072.0,49.0,114.0,656.0,212.0,41.0,0.0,06,037,534406
06037534501,1285.0,104.0,223.0,420.0,271.0,252.0,15.0,06,037,534501
06037534502,1034.0,48.0,159.0,338.0,349.0,140.0,0.0,06,037,534502
06037534700,929.0,27.0,61.0,291.0,426.0,114.0,10.0,06,037,534700
06037534802,690.0,89.0,81.0,260.0,139.0,103.0,18.0,06,037,534802
06037534803,1194.0,121.0,269.0,300.0,409.0,70.0,25.0,06,037,534803
06037534804,927.0,101.0,192.0,312.0,261.0,51.0,10.0,06,037,534804
06037534900,1496.0,253.0,218.0,556.0,298.0,167.0,4.0,06,037,534900
06037535001,1099.0,187.0,202.0,378.0,298.0,34.0,0.0,06,037,535001
06037535002,825.0,144.0,83.0,255.0,229.0,114.0,0.0,06,037,535002
06037535101,1768.0,130.0,187.0,779.0,588.0,66.0,18.0,06,037,535101
06037535102,1014.0,25.0,182.0,496.0,270.0,14.0,27.0,06,037,535102
06037535200,1342.0,17.0,39.0,588.0,556.0,127.0,15.0,06,037,535200
06037535300,1498.0,184.0,261.0,468.0,482.0,100.0,3.0,06,037,535300
06037535400,759.0,57.0,80.0,237.0,302.0,74.0,9.0,06,037,535400
06037535501,1078.0,23.0,577.0,327.0,85.0,49.0,17.0,06,037,535501
06037535502,1264.0,39.0,455.0,447.0,310.0,13.0,0.0,06,037,535502
06037535503,645.0,77.0,219.0,183.0,158.0,0.0,8.0,06,037,535503
06037535603,931.0,70.0,361.0,349.0,105.0,38.0,8.0,06,037,535603
06037535604,1064.0,22.0,318.0,414.0,276.0,20.0,14.0,06,037,535604
06037535605,1137.0,34.0,408.0,481.0,161.0,44.0,9.0,06,037,535605
06037535606,509.0,22.0,150.0,242.0,71.0,24.0,0.0,06,037,535606
06037535607,1129.0,0.0,319.0,460.0,331.0,9.0,10.0,06,037,535607
06037535701,1557.0,69.0,403.0,453.0,436.0,174.0,22.0,06,037,535701
06037535702,1455.0,17.0,431.0,579.0,309.0,94.0,25.0,06,037,535702
06037535802,1770.0,0.0,395.0,688.0,578.0,48.0,61.0,06,037,535802
06037535803,1136.0,16.0,283.0,552.0,275.0,10.0,0.0,06,037,535803
06037535804,1447.0,146.0,310.0,530.0,426.0,35.0,0.0,06,037,535804
06037535901,1490.0,43.0,259.0,519.0,495.0,103.0,71.0,06,037,535901
06037535902,1603.0,45.0,87.0,509.0,787.0,146.0,29.0,06,037,535902
06037536000,1016.0,37.0,321.0,472.0,123.0,63.0,0.0,06,037,536000
06037536102,1109.0,10.0,81.0,554.0,373.0,91.0,0.0,06,037,536102
06037536103,1524.0,74.0,200.0,758.0,441.0,9.0,42.0,06,037,536103
06037536104,1049.0,48.0,263.0,192.0,481.0,43.0,22.0,06,037,536104
06037536200,1997.0,75.0,245.0,692.0,753.0,232.0,0.0,06,037,536200
06037540000,1676.0,38.0,270.0,686.0,484.0,157.0,41.0,06,037,540000
06037540101,1526.0,48.0,277.0,439.0,475.0,255.0,32.0,06,037,540101
06037540102,1603.0,39.0,255.0,427.0,590.0,231.0,61.0,06,037,540102
06037540201,613.0,58.0,188.0,233.0,129.0,5.0,0.0,06,037,540201
06037540202,1751.0,134.0,557.0,859.0,101.0,85.0,15.0,06,037,540202
06037540203,1352.0,93.0,447.0,478.0,236.0,79.0,19.0,06,037,540203
06037540300,1230.0,0.0,153.0,765.0,252.0,52.0,8.0,06,037,540300
06037540400,491.0,0.0,30.0,152.0,214.0,88.0,7.0,06,037,540400
06037540501,1173.0,0.0,205.0,399.0,470.0,92.0,7.0,06,037,540501
06037540502,1605.0,66.0,409.0,808.0,284.0,30.0,8.0,06,037,540502
06037540600,1177.0,76.0,350.0,285.0,361.0,81.0,24.0,06,037,540600
06037540700,841.0,76.0,96.0,286.0,309.0,70.0,4.0,06,037,540700
06037540800,1845.0,77.0,165.0,581.0,722.0,286.0,14.0,06,037,540800
06037540901,1247.0,80.0,53.0,432.0,491.0,145.0,46.0,06,037,540901
06037540902,1463.0,80.0,93.0,409.0,607.0,206.0,68.0,06,037,540902
06037541001,366.0,11.0,7.0,106.0,139.0,103.0,0.0,06,037,541001
06037541002,1048.0,0.0,32.0,314.0,308.0,370.0,24.0,06,037,541002
06037541100,950.0,8.0,74.0,336.0,426.0,103.0,3.0,06,037,541100
06037541200,1975.0,41.0,159.0,326.0,1253.0,196.0,0.0,06,037,541200
06037541300,1524.0,32.0,65.0,444.0,814.0,125.0,44.0,06,037,541300
06037541400,1692.0,177.0,141.0,669.0,508.0,185.0,12.0,06,037,541400
06037541500,1317.0,32.0,222.0,464.0,475.0,124.0,0.0,06,037,541500
06037541603,700.0,53.0,174.0,185.0,232.0,56.0,0.0,06,037,541603
06037541604,1495.0,66.0,310.0,676.0,323.0,104.0,16.0,06,037,541604
06037541605,1366.0,14.0,244.0,503.0,524.0,72.0,9.0,06,037,541605
06037541606,621.0,40.0,135.0,268.0,133.0,45.0,0.0,06,037,541606
06037541700,1478.0,25.0,160.0,364.0,724.0,182.0,23.0,06,037,541700
06037541801,1201.0,34.0,97.0,475.0,520.0,63.0,12.0,06,037,541801
06037541802,1226.0,88.0,42.0,425.0,510.0,124.0,37.0,06,037,541802
06037542000,1233.0,10.0,141.0,316.0,608.0,144.0,14.0,06,037,542000
06037542103,882.0,79.0,136.0,351.0,266.0,31.0,19.0,06,037,542103
06037542104,736.0,52.0,80.0,269.0,250.0,64.0,21.0,06,037,542104
06037542105,1093.0,88.0,140.0,479.0,334.0,52.0,0.0,06,037,542105
06037542106,681.0,7.0,82.0,281.0,208.0,89.0,14.0,06,037,542106
06037542200,1634.0,19.0,130.0,557.0,765.0,105.0,58.0,06,037,542200
06037542401,1290.0,10.0,189.0,435.0,556.0,47.0,53.0,06,037,542401
06037542402,853.0,15.0,98.0,251.0,332.0,147.0,10.0,06,037,542402
06037542501,1201.0,29.0,71.0,208.0,598.0,278.0,17.0,06,037,542501
06037542502,1356.0,62.0,345.0,556.0,351.0,42.0,0.0,06,037,542502
06037542601,684.0,66.0,65.0,336.0,136.0,49.0,32.0,06,037,542601
06037542602,1460.0,25.0,332.0,542.0,441.0,99.0,21.0,06,037,542602
06037542700,1395.0,25.0,70.0,716.0,408.0,140.0,36.0,06,037,542700
06037542800,938.0,0.0,61.0,325.0,410.0,80.0,62.0,06,037,542800
06037542900,753.0,12.0,46.0,315.0,306.0,66.0,8.0,06,037,542900
06037543000,1285.0,0.0,106.0,354.0,651.0,150.0,24.0,06,037,543000
06037543100,1852.0,0.0,92.0,544.0,747.0,445.0,24.0,06,037,543100
06037543201,957.0,7.0,27.0,475.0,292.0,99.0,57.0,06,037,543201
06037543202,1208.0,29.0,172.0,500.0,384.0,123.0,0.0,06,037,543202
06037543304,2040.0,0.0,0.0,189.0,794.0,916.0,141.0,06,037,543304
06037543305,1054.0,0.0,0.0,823.0,222.0,9.0,0.0,06,037,543305
06037543306,2015.0,13.0,116.0,591.0,560.0,647.0,88.0,06,037,543306
06037543321,1818.0,24.0,44.0,401.0,737.0,557.0,55.0,06,037,543321
06037543322,2159.0,0.0,0.0,52.0,783.0,1117.0,207.0,06,037,543322
06037543400,984.0,6.0,28.0,7.0,626.0,260.0,57.0,06,037,543400
06037543501,2121.0,86.0,469.0,443.0,744.0,334.0,45.0,06,037,543501
06037543502,1497.0,95.0,194.0,505.0,592.0,111.0,0.0,06,037,543502
06037543503,1869.0,67.0,239.0,480.0,738.0,274.0,71.0,06,037,543503
06037543601,1091.0,0.0,38.0,352.0,481.0,177.0,43.0,06,037,543601
06037543602,2722.0,11.0,436.0,634.0,1341.0,202.0,98.0,06,037,543602
06037543603,1528.0,0.0,25.0,480.0,255.0,597.0,171.0,06,037,543603
06037543604,1414.0,0.0,0.0,36.0,679.0,570.0,129.0,06,037,543604
06037543701,660.0,6.0,6.0,19.0,456.0,127.0,46.0,06,037,543701
06037543702,1884.0,0.0,56.0,778.0,898.0,122.0,30.0,06,037,543702
06037543703,968.0,0.0,96.0,54.0,409.0,338.0,71.0,06,037,543703
06037543801,1483.0,42.0,62.0,517.0,448.0,388.0,26.0,06,037,543801
06037543802,2013.0,14.0,309.0,446.0,791.0,382.0,71.0,06,037,543802
06037543903,1000.0,3.0,17.0,154.0,545.0,256.0,25.0,06,037,543903
06037543905,997.0,16.0,18.0,127.0,534.0,245.0,57.0,06,037,543905
06037544001,1252.0,16.0,164.0,470.0,568.0,34.0,0.0,06,037,544001
06037544002,831.0,0.0,28.0,226.0,467.0,86.0,24.0,06,037,544002
06037550000,170.0,7.0,0.0,30.0,115.0,18.0,0.0,06,037,550000
06037550100,1881.0,63.0,47.0,557.0,878.0,269.0,67.0,06,037,550100
06037550201,815.0,15.0,105.0,206.0,416.0,73.0,0.0,06,037,550201
06037550202,1489.0,22.0,47.0,359.0,958.0,103.0,0.0,06,037,550202
06037550300,2109.0,82.0,304.0,216.0,1073.0,376.0,58.0,06,037,550300
06037550400,404.0,0.0,0.0,49.0,296.0,44.0,15.0,06,037,550400
06037550500,2373.0,65.0,185.0,469.0,1025.0,390.0,239.0,06,037,550500
06037550601,1695.0,21.0,439.0,337.0,645.0,156.0,97.0,06,037,550601
06037550602,1232.0,0.0,66.0,161.0,537.0,392.0,76.0,06,037,550602
06037550700,2002.0,72.0,112.0,255.0,1064.0,402.0,97.0,06,037,550700
06037550800,2220.0,55.0,266.0,399.0,986.0,289.0,225.0,06,037,550800
06037550901,1332.0,72.0,421.0,375.0,312.0,145.0,7.0,06,037,550901
06037550902,1912.0,30.0,497.0,951.0,263.0,125.0,46.0,06,037,550902
06037551000,2276.0,19.0,340.0,494.0,1045.0,287.0,91.0,06,037,551000
06037551101,1159.0,27.0,182.0,585.0,325.0,40.0,0.0,06,037,551101
06037551102,1725.0,70.0,557.0,916.0,162.0,20.0,0.0,06,037,551102
06037551201,1141.0,0.0,166.0,410.0,464.0,53.0,48.0,06,037,551201
06037551202,2165.0,27.0,306.0,928.0,623.0,204.0,77.0,06,037,551202
06037551300,1836.0,50.0,626.0,873.0,264.0,13.0,10.0,06,037,551300
06037551401,1436.0,265.0,227.0,525.0,305.0,114.0,0.0,06,037,551401
06037551402,1336.0,7.0,58.0,297.0,773.0,195.0,6.0,06,037,551402
06037551501,1516.0,92.0,165.0,704.0,458.0,78.0,19.0,06,037,551501
06037551502,1232.0,88.0,223.0,127.0,522.0,157.0,115.0,06,037,551502
06037551600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,037,551600
06037551700,1733.0,41.0,158.0,673.0,629.0,188.0,44.0,06,037,551700
06037551800,2362.0,10.0,763.0,575.0,721.0,278.0,15.0,06,037,551800
06037551900,1483.0,33.0,288.0,317.0,638.0,153.0,54.0,06,037,551900
06037552001,1029.0,38.0,10.0,214.0,598.0,154.0,15.0,06,037,552001
06037552002,999.0,130.0,173.0,323.0,319.0,54.0,0.0,06,037,552002
06037552100,1865.0,164.0,344.0,319.0,754.0,196.0,88.0,06,037,552100
06037552200,1902.0,211.0,505.0,644.0,530.0,12.0,0.0,06,037,552200
06037552301,1272.0,132.0,89.0,318.0,401.0,238.0,94.0,06,037,552301
06037552302,1268.0,87.0,283.0,167.0,669.0,62.0,0.0,06,037,552302
06037552400,588.0,8.0,13.0,129.0,324.0,114.0,0.0,06,037,552400
06037552601,1164.0,0.0,9.0,522.0,529.0,94.0,10.0,06,037,552601
06037552602,1093.0,0.0,71.0,141.0,610.0,229.0,42.0,06,037,552602
06037552700,1758.0,37.0,88.0,413.0,1040.0,137.0,43.0,06,037,552700
06037552800,1660.0,120.0,104.0,569.0,784.0,83.0,0.0,06,037,552800
06037552900,1979.0,181.0,134.0,640.0,800.0,193.0,31.0,06,037,552900
06037553000,1236.0,18.0,0.0,250.0,753.0,144.0,71.0,06,037,553000
06037553100,2020.0,184.0,95.0,669.0,756.0,213.0,103.0,06,037,553100
06037553200,2020.0,126.0,66.0,425.0,884.0,470.0,49.0,06,037,553200
06037553300,1011.0,7.0,214.0,264.0,445.0,81.0,0.0,06,037,553300
06037553400,989.0,0.0,120.0,382.0,368.0,108.0,11.0,06,037,553400
06037553502,1290.0,116.0,597.0,404.0,141.0,32.0,0.0,06,037,553502
06037553503,786.0,58.0,73.0,500.0,70.0,65.0,20.0,06,037,553503
06037553504,1369.0,47.0,84.0,535.0,576.0,127.0,0.0,06,037,553504
06037553601,1271.0,31.0,173.0,605.0,265.0,141.0,56.0,06,037,553601
06037553602,1357.0,105.0,156.0,824.0,230.0,42.0,0.0,06,037,553602
06037553701,939.0,43.0,160.0,376.0,315.0,45.0,0.0,06,037,553701
06037553702,1119.0,37.0,127.0,445.0,381.0,129.0,0.0,06,037,553702
06037553801,1050.0,65.0,80.0,753.0,111.0,34.0,7.0,06,037,553801
06037553802,1947.0,133.0,361.0,1047.0,349.0,39.0,18.0,06,037,553802
06037553901,1740.0,45.0,160.0,619.0,706.0,171.0,39.0,06,037,553901
06037553902,1658.0,136.0,306.0,860.0,313.0,33.0,10.0,06,037,553902
06037554001,1248.0,26.0,28.0,401.0,629.0,164.0,0.0,06,037,554001
06037554002,1794.0,216.0,364.0,638.0,362.0,116.0,98.0,06,037,554002
06037554101,1109.0,100.0,242.0,434.0,291.0,7.0,35.0,06,037,554101
06037554103,463.0,0.0,52.0,192.0,179.0,27.0,13.0,06,037,554103
06037554104,770.0,69.0,96.0,389.0,158.0,47.0,11.0,06,037,554104
06037554105,1603.0,328.0,510.0,682.0,83.0,0.0,0.0,06,037,554105
06037554201,1199.0,63.0,96.0,477.0,413.0,145.0,5.0,06,037,554201
06037554203,1237.0,92.0,275.0,489.0,253.0,120.0,8.0,06,037,554203
06037554204,1692.0,271.0,596.0,636.0,147.0,34.0,8.0,06,037,554204
06037554301,1052.0,95.0,150.0,469.0,270.0,27.0,41.0,06,037,554301
06037554302,1216.0,152.0,157.0,716.0,155.0,36.0,0.0,06,037,554302
06037554403,1771.0,189.0,384.0,774.0,368.0,48.0,8.0,06,037,554403
06037554404,1430.0,318.0,234.0,457.0,390.0,7.0,24.0,06,037,554404
06037554405,1268.0,277.0,449.0,315.0,200.0,27.0,0.0,06,037,554405
06037554406,1717.0,137.0,255.0,449.0,671.0,161.0,44.0,06,037,554406
06037554511,1185.0,0.0,0.0,136.0,433.0,552.0,64.0,06,037,554511
06037554512,1841.0,4.0,4.0,92.0,559.0,905.0,277.0,06,037,554512
06037554513,790.0,17.0,0.0,53.0,323.0,391.0,6.0,06,037,554513
06037554514,1424.0,50.0,3.0,366.0,526.0,371.0,108.0,06,037,554514
06037554515,1113.0,2.0,22.0,45.0,481.0,474.0,89.0,06,037,554515
06037554516,1161.0,0.0,0.0,13.0,292.0,739.0,117.0,06,037,554516
06037554517,1501.0,101.0,64.0,152.0,539.0,551.0,94.0,06,037,554517
06037554518,1612.0,10.0,0.0,52.0,749.0,721.0,80.0,06,037,554518
06037554519,1196.0,0.0,48.0,156.0,372.0,487.0,133.0,06,037,554519
06037554521,1912.0,102.0,67.0,257.0,598.0,587.0,301.0,06,037,554521
06037554522,1472.0,10.0,7.0,22.0,588.0,651.0,194.0,06,037,554522
06037554600,1327.0,67.0,203.0,257.0,539.0,235.0,26.0,06,037,554600
06037554700,1036.0,5.0,10.0,182.0,575.0,204.0,60.0,06,037,554700
06037554801,803.0,26.0,15.0,214.0,279.0,242.0,27.0,06,037,554801
06037554802,1861.0,148.0,129.0,598.0,723.0,241.0,22.0,06,037,554802
06037554900,2078.0,49.0,239.0,557.0,757.0,398.0,78.0,06,037,554900
06037555001,1612.0,56.0,59.0,355.0,764.0,378.0,0.0,06,037,555001
06037555002,1149.0,82.0,149.0,260.0,484.0,168.0,6.0,06,037,555002
06037555102,2044.0,267.0,223.0,835.0,627.0,79.0,13.0,06,037,555102
06037555103,1467.0,283.0,133.0,114.0,704.0,187.0,46.0,06,037,555103
06037555104,1405.0,43.0,122.0,583.0,507.0,122.0,28.0,06,037,555104
06037555202,1171.0,0.0,0.0,56.0,546.0,409.0,160.0,06,037,555202
06037555211,1423.0,52.0,102.0,649.0,531.0,89.0,0.0,06,037,555211
06037555212,1371.0,29.0,92.0,832.0,382.0,36.0,0.0,06,037,555212
06037570001,1501.0,93.0,70.0,511.0,634.0,163.0,30.0,06,037,570001
06037570002,916.0,0.0,61.0,190.0,529.0,121.0,15.0,06,037,570002
06037570003,1442.0,0.0,4.0,171.0,1041.0,165.0,61.0,06,037,570003
06037570100,776.0,8.0,0.0,247.0,300.0,221.0,0.0,06,037,570100
06037570202,1662.0,37.0,103.0,711.0,710.0,93.0,8.0,06,037,570202
06037570203,1207.0,99.0,270.0,533.0,245.0,60.0,0.0,06,037,570203
06037570204,1103.0,90.0,221.0,294.0,390.0,77.0,31.0,06,037,570204
06037570301,2275.0,209.0,678.0,704.0,525.0,136.0,23.0,06,037,570301
06037570303,1227.0,43.0,348.0,544.0,242.0,34.0,16.0,06,037,570303
06037570304,1486.0,53.0,470.0,694.0,215.0,37.0,17.0,06,037,570304
06037570402,973.0,57.0,18.0,289.0,549.0,60.0,0.0,06,037,570402
06037570403,1241.0,36.0,263.0,628.0,249.0,40.0,25.0,06,037,570403
06037570404,884.0,0.0,169.0,355.0,325.0,35.0,0.0,06,037,570404
06037570501,2216.0,64.0,248.0,940.0,818.0,96.0,50.0,06,037,570501
06037570502,1898.0,65.0,214.0,894.0,594.0,118.0,13.0,06,037,570502
06037570601,1624.0,41.0,337.0,890.0,339.0,17.0,0.0,06,037,570601
06037570602,1908.0,63.0,372.0,790.0,520.0,95.0,68.0,06,037,570602
06037570603,1765.0,141.0,387.0,1029.0,179.0,29.0,0.0,06,037,570603
06037570701,2543.0,74.0,495.0,625.0,1042.0,286.0,21.0,06,037,570701
06037570702,837.0,15.0,0.0,179.0,560.0,43.0,40.0,06,037,570702
06037570800,1873.0,7.0,18.0,660.0,968.0,205.0,15.0,06,037,570800
06037570901,1902.0,20.0,0.0,221.0,1335.0,278.0,48.0,06,037,570901
06037570902,1250.0,25.0,13.0,306.0,806.0,65.0,35.0,06,037,570902
06037571000,1975.0,0.0,0.0,383.0,1309.0,169.0,114.0,06,037,571000
06037571101,1553.0,0.0,0.0,355.0,920.0,245.0,33.0,06,037,571101
06037571102,1329.0,0.0,18.0,236.0,977.0,89.0,9.0,06,037,571102
06037571200,3134.0,115.0,928.0,539.0,1023.0,425.0,104.0,06,037,571200
06037571300,1533.0,0.0,9.0,252.0,918.0,241.0,113.0,06,037,571300
06037571400,1731.0,27.0,237.0,316.0,1005.0,122.0,24.0,06,037,571400
06037571502,1849.0,26.0,342.0,744.0,536.0,201.0,0.0,06,037,571502
06037571503,1295.0,30.0,142.0,600.0,384.0,92.0,47.0,06,037,571503
06037571504,1899.0,182.0,536.0,347.0,786.0,48.0,0.0,06,037,571504
06037571600,781.0,39.0,239.0,416.0,53.0,34.0,0.0,06,037,571600
06037571701,1776.0,10.0,336.0,759.0,556.0,115.0,0.0,06,037,571701
06037571703,1158.0,134.0,406.0,361.0,239.0,18.0,0.0,06,037,571703
06037571704,1184.0,0.0,269.0,646.0,173.0,96.0,0.0,06,037,571704
06037571800,1384.0,38.0,108.0,527.0,280.0,317.0,114.0,06,037,571800
06037571900,2442.0,141.0,593.0,592.0,817.0,271.0,28.0,06,037,571900
06037572001,2260.0,0.0,440.0,830.0,763.0,227.0,0.0,06,037,572001
06037572002,2055.0,66.0,708.0,843.0,270.0,113.0,55.0,06,037,572002
06037572100,328.0,0.0,18.0,93.0,139.0,55.0,23.0,06,037,572100
06037572201,2195.0,331.0,208.0,627.0,757.0,192.0,80.0,06,037,572201
06037572202,1138.0,35.0,110.0,379.0,413.0,201.0,0.0,06,037,572202
06037572301,960.0,34.0,174.0,409.0,274.0,45.0,24.0,06,037,572301
06037572302,883.0,35.0,40.0,340.0,406.0,62.0,0.0,06,037,572302
06037572400,310.0,4.0,0.0,9.0,258.0,34.0,5.0,06,037,572400
06037572500,1274.0,32.0,382.0,524.0,278.0,58.0,0.0,06,037,572500
06037572600,1303.0,0.0,118.0,351.0,666.0,166.0,2.0,06,037,572600
06037572700,1373.0,15.0,174.0,328.0,556.0,261.0,39.0,06,037,572700
06037572800,338.0,147.0,50.0,77.0,29.0,12.0,23.0,06,037,572800
06037572900,1343.0,56.0,273.0,564.0,281.0,129.0,40.0,06,037,572900
06037573002,1157.0,68.0,609.0,351.0,104.0,25.0,0.0,06,037,573002
06037573003,662.0,68.0,155.0,276.0,122.0,41.0,0.0,06,037,573003
06037573004,1574.0,145.0,580.0,718.0,125.0,6.0,0.0,06,037,573004
06037573100,2484.0,135.0,632.0,1132.0,473.0,98.0,14.0,06,037,573100
06037573201,1401.0,66.0,560.0,442.0,245.0,56.0,32.0,06,037,573201
06037573202,1651.0,82.0,365.0,712.0,399.0,78.0,15.0,06,037,573202
06037573300,1049.0,0.0,225.0,469.0,207.0,116.0,32.0,06,037,573300
06037573401,548.0,13.0,64.0,338.0,120.0,4.0,9.0,06,037,573401
06037573402,2392.0,8.0,663.0,1044.0,541.0,136.0,0.0,06,037,573402
06037573403,1340.0,0.0,98.0,560.0,505.0,147.0,30.0,06,037,573403
06037573601,2318.0,0.0,11.0,707.0,1350.0,235.0,15.0,06,037,573601
06037573700,1775.0,9.0,0.0,377.0,1128.0,211.0,50.0,06,037,573700
06037573800,1554.0,8.0,12.0,200.0,1125.0,163.0,46.0,06,037,573800
06037573902,915.0,28.0,147.0,112.0,193.0,382.0,53.0,06,037,573902
06037574000,1980.0,0.0,23.0,128.0,1517.0,254.0,58.0,06,037,574000
06037574100,1964.0,0.0,12.0,506.0,1202.0,172.0,72.0,06,037,574100
06037574201,1135.0,9.0,9.0,131.0,773.0,173.0,40.0,06,037,574201
06037574202,767.0,6.0,46.0,402.0,282.0,14.0,17.0,06,037,574202
06037574300,2207.0,16.0,183.0,307.0,1197.0,492.0,12.0,06,037,574300
06037574400,1954.0,0.0,0.0,295.0,1310.0,224.0,125.0,06,037,574400
06037574500,2341.0,0.0,54.0,45.0,1440.0,687.0,115.0,06,037,574500
06037574601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,037,574601
06037574602,567.0,0.0,17.0,187.0,158.0,105.0,100.0,06,037,574602
06037574700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06,037,574700
06037574800,1565.0,123.0,423.0,427.0,307.0,198.0,87.0,06,037,574800
06037574901,1446.0,0.0,82.0,507.0,657.0,191.0,9.0,06,037,574901
06037574902,1947.0,116.0,402.0,1081.0,300.0,38.0,10.0,06,037,574902
06037575001,1721.0,60.0,601.0,819.0,190.0,30.0,21.0,06,037,575001
06037575002,2030.0,113.0,310.0,1111.0,380.0,116.0,0.0,06,037,575002
06037575101,1548.0,36.0,324.0,956.0,143.0,89.0,0.0,06,037,575101
