,P052001 Total: Households,"P052002 Total:  Less than $10,000"
06065040903,766.0,31.0
06065040904,906.0,7.0
06065041001,772.0,68.0
06065041002,742.0,28.0
06065041003,670.0,31.0
06065041004,1352.0,86.0
06065041100,1942.0,233.0
06065041201,901.0,62.0
06065041202,984.0,39.0
06065041203,911.0,49.0
06065041300,1782.0,154.0
06065041403,980.0,57.0
06065041404,848.0,17.0
06065041405,1178.0,39.0
06065041406,1532.0,72.0
06065041407,1651.0,149.0
06065041408,1382.0,112.0
06065041409,2177.0,59.0
06065041410,541.0,49.0
06065041411,795.0,16.0
06065041412,1371.0,128.0
06065041500,501.0,43.0
06065041600,1703.0,253.0
06065041702,1243.0,56.0
06065041703,1525.0,166.0
06065041704,821.0,58.0
06065041803,1026.0,8.0
06065041804,989.0,21.0
06065041805,1856.0,48.0
06065041806,1064.0,14.0
06065041807,629.0,19.0
06065041808,1052.0,86.0
06065041809,1976.0,179.0
06065041810,1070.0,6.0
06065041811,1894.0,17.0
06065041812,1060.0,33.0
06065041813,1829.0,131.0
06065041903,3652.0,42.0
06065041904,1425.0,34.0
06065041905,877.0,57.0
06065041906,1940.0,143.0
06065041907,547.0,7.0
06065041908,2158.0,52.0
06065041909,1332.0,83.0
06065042003,938.0,62.0
06065042004,929.0,19.0
06065042005,704.0,0.0
06065042006,3824.0,95.0
06065042007,1188.0,89.0
06065042008,1277.0,59.0
06065042009,1231.0,134.0
06065042010,1128.0,147.0
06065042100,462.0,17.0
06065042202,264.0,53.0
06065042205,3082.0,121.0
06065042206,2310.0,305.0
06065042207,942.0,25.0
06065042208,920.0,11.0
06065042209,1238.0,267.0
06065042210,1775.0,441.0
06065042211,1702.0,1050.0
06065042212,1913.0,73.0
06065042213,1563.0,101.0
06065042214,1759.0,24.0
06065042300,1853.0,191.0
06065042401,598.0,12.0
06065042402,1062.0,36.0
06065042403,1042.0,21.0
06065042404,473.0,9.0
06065042405,1514.0,215.0
06065042406,1257.0,38.0
06065042407,863.0,48.0
06065042408,832.0,42.0
06065042409,856.0,44.0
06065042410,1248.0,13.0
06065042411,801.0,29.0
06065042412,1154.0,58.0
06065042504,752.0,121.0
06065042505,964.0,187.0
06065042506,1102.0,39.0
06065042507,1047.0,47.0
06065042508,1129.0,110.0
06065042509,827.0,76.0
06065042510,1173.0,63.0
06065042511,856.0,66.0
06065042512,903.0,79.0
06065042513,827.0,45.0
06065042514,872.0,107.0
06065042515,891.0,95.0
06065042516,814.0,39.0
06065042517,782.0,32.0
06065042518,698.0,27.0
06065042519,564.0,79.0
06065042520,1028.0,165.0
06065042521,1185.0,96.0
06065042522,989.0,24.0
06065042523,459.0,37.0
06065042602,1130.0,80.0
06065042603,3808.0,285.0
06065042604,875.0,38.0
06065042605,4970.0,261.0
06065042606,1056.0,78.0
06065042706,1481.0,73.0
06065042708,1247.0,39.0
06065042709,1749.0,246.0
06065042710,2520.0,274.0
06065042711,2823.0,375.0
06065042712,2367.0,85.0
06065042713,1332.0,46.0
06065042714,1179.0,22.0
06065042715,1486.0,104.0
06065042716,1710.0,88.0
06065042717,852.0,44.0
06065042718,1767.0,164.0
06065042719,1277.0,175.0
06065042720,1007.0,155.0
06065042721,1492.0,112.0
06065042722,3284.0,232.0
06065042723,1816.0,284.0
06065042800,1709.0,336.0
06065042901,1535.0,183.0
06065042902,1133.0,175.0
06065042903,1126.0,117.0
06065042904,1820.0,280.0
06065043001,1319.0,253.0
06065043002,2522.0,89.0
06065043003,1844.0,165.0
06065043004,2239.0,33.0
06065043005,1299.0,174.0
06065043006,1224.0,253.0
06065043203,3695.0,71.0
06065043206,2008.0,158.0
06065043207,3926.0,121.0
06065043208,2282.0,90.0
06065043209,2374.0,76.0
06065043210,1291.0,62.0
06065043211,1646.0,83.0
06065043212,2185.0,144.0
06065043213,1138.0,51.0
06065043214,5501.0,120.0
06065043215,1011.0,160.0
06065043216,2353.0,280.0
06065043217,802.0,10.0
06065043218,1632.0,21.0
06065043219,2469.0,130.0
06065043220,1597.0,94.0
06065043221,4404.0,114.0
06065043222,1186.0,16.0
06065043223,1705.0,53.0
06065043224,1981.0,57.0
06065043225,1746.0,65.0
06065043304,2230.0,216.0
06065043305,2410.0,147.0
06065043306,1614.0,168.0
06065043307,2381.0,291.0
06065043308,930.0,160.0
06065043309,994.0,113.0
06065043310,1071.0,160.0
06065043311,596.0,55.0
06065043312,1181.0,114.0
06065043313,1004.0,125.0
06065043314,1197.0,52.0
06065043315,632.0,26.0
06065043401,1931.0,344.0
06065043403,1078.0,139.0
06065043404,1407.0,152.0
06065043405,1746.0,423.0
06065043503,2102.0,203.0
06065043504,1816.0,135.0
06065043505,1540.0,241.0
06065043506,1265.0,47.0
06065043507,2006.0,330.0
06065043508,2100.0,399.0
06065043509,1516.0,164.0
06065043510,1945.0,172.0
06065043511,1703.0,161.0
06065043600,2426.0,419.0
06065043701,1337.0,214.0
06065043702,1430.0,233.0
06065043703,915.0,59.0
06065043704,1013.0,97.0
06065043802,1949.0,203.0
06065043805,1376.0,153.0
06065043806,3544.0,318.0
06065043807,1301.0,154.0
06065043808,1303.0,69.0
06065043809,1280.0,60.0
06065043900,1795.0,129.0
06065044000,632.0,118.0
06065044101,1021.0,186.0
06065044102,769.0,91.0
06065044103,1739.0,218.0
06065044104,795.0,69.0
06065044200,1421.0,181.0
06065044300,970.0,107.0
06065044401,1754.0,155.0
06065044402,1846.0,206.0
06065044403,1229.0,127.0
06065044503,1552.0,285.0
06065044504,1858.0,325.0
06065044505,1928.0,211.0
06065044506,1979.0,292.0
06065044507,1393.0,165.0
06065044508,1908.0,176.0
06065044509,1168.0,305.0
06065044510,1581.0,225.0
06065044601,2485.0,384.0
06065044602,1454.0,216.0
06065044604,1498.0,45.0
06065044701,1717.0,301.0
06065044702,595.0,72.0
06065044804,921.0,31.0
06065044805,975.0,57.0
06065044806,1228.0,201.0
06065044807,787.0,9.0
06065044808,1024.0,83.0
06065044904,759.0,26.0
06065044905,2108.0,82.0
06065044906,1858.0,182.0
06065044907,1001.0,52.0
06065044909,3118.0,115.0
06065044910,1079.0,0.0
06065044911,2165.0,159.0
06065044912,3124.0,94.0
06065044913,2713.0,202.0
06065044914,4112.0,206.0
06065044915,1484.0,227.0
06065044916,1329.0,124.0
06065045000,1621.0,125.0
06065045103,1786.0,190.0
06065045105,1953.0,97.0
06065045106,2777.0,265.0
06065045107,2206.0,199.0
06065045108,2222.0,232.0
06065045109,1242.0,46.0
06065045110,1425.0,32.0
06065045111,2380.0,100.0
06065045112,1678.0,50.0
06065045113,1724.0,94.0
06065045203,1936.0,130.0
06065045204,1908.0,57.0
06065045205,3346.0,123.0
06065045206,4482.0,195.0
06065045207,1247.0,162.0
06065045208,1332.0,153.0
06065045209,1612.0,160.0
06065045301,1012.0,72.0
06065045302,1071.0,66.0
06065045400,1691.0,347.0
06065045501,1315.0,173.0
06065045502,1194.0,325.0
06065045603,2599.0,197.0
06065045604,2085.0,312.0
06065045605,1518.0,177.0
06065045702,1699.0,182.0
06065045703,778.0,107.0
06065045704,570.0,34.0
06065045705,535.0,119.0
06065045706,982.0,102.0
06065045800,852.0,80.0
06065045900,654.0,149.0
06065046000,612.0,71.0
06065046101,1092.0,143.0
06065046102,705.0,151.0
06065046103,778.0,39.0
06065046200,1076.0,270.0
06065046401,1040.0,118.0
06065046402,1365.0,243.0
06065046403,1666.0,89.0
06065046404,859.0,98.0
06065046405,1143.0,81.0
06065940100,124.0,27.0
06065940300,0.0,0.0
06067000100,1716.0,57.0
06067000200,1749.0,64.0
06067000300,1552.0,54.0
06067000400,2231.0,247.0
06067000500,1788.0,361.0
06067000600,532.0,171.0
06067000700,471.0,244.0
06067000800,988.0,65.0
06067000900,170.0,12.0
06067001000,476.0,226.0
06067001100,734.0,193.0
06067001200,2219.0,621.0
06067001300,2143.0,336.0
06067001400,1712.0,342.0
06067001500,2348.0,119.0
06067001600,2552.0,100.0
06067001700,2452.0,325.0
06067001800,1964.0,375.0
06067001900,1678.0,260.0
06067002000,1321.0,255.0
06067002100,1090.0,266.0
06067002200,1690.0,436.0
06067002300,1655.0,110.0
06067002400,2089.0,120.0
06067002500,727.0,25.0
06067002600,1283.0,221.0
06067002700,1454.0,349.0
06067002800,1023.0,203.0
06067002900,2246.0,253.0
06067003000,2762.0,329.0
06067003101,1218.0,49.0
06067003102,1115.0,170.0
06067003201,2052.0,356.0
06067003202,1627.0,238.0
06067003300,1899.0,125.0
06067003400,1813.0,277.0
06067003501,1225.0,203.0
06067003502,1335.0,120.0
06067003600,995.0,105.0
06067003700,1203.0,252.0
06067003800,1760.0,174.0
06067003900,1636.0,123.0
06067004001,2791.0,194.0
06067004004,2739.0,117.0
06067004005,1958.0,85.0
06067004006,2217.0,128.0
06067004008,1569.0,37.0
06067004009,2294.0,86.0
06067004010,2002.0,125.0
06067004011,1069.0,40.0
06067004012,1305.0,29.0
06067004100,1545.0,324.0
06067004201,1654.0,161.0
06067004202,1626.0,286.0
06067004203,1261.0,187.0
06067004300,1648.0,229.0
06067004401,1417.0,253.0
06067004402,1190.0,277.0
06067004500,2641.0,550.0
06067004601,2477.0,336.0
06067004602,1564.0,213.0
06067004700,2587.0,291.0
06067004801,1494.0,185.0
06067004802,1380.0,127.0
06067004903,1954.0,239.0
06067004904,1914.0,110.0
06067004905,2281.0,326.0
06067004906,695.0,33.0
06067005001,2381.0,216.0
06067005002,2329.0,449.0
06067005101,1270.0,107.0
06067005102,1695.0,123.0
06067005103,274.0,30.0
06067005201,913.0,197.0
06067005202,1463.0,153.0
06067005203,3220.0,295.0
06067005300,246.0,97.0
06067005402,1569.0,222.0
06067005403,1431.0,144.0
06067005404,2874.0,142.0
06067005502,2077.0,294.0
06067005505,1886.0,193.0
06067005506,1326.0,150.0
06067005507,3432.0,555.0
06067005508,1778.0,121.0
06067005601,2179.0,168.0
06067005605,1400.0,163.0
06067005606,1797.0,124.0
06067005701,1308.0,31.0
06067005702,1873.0,51.0
06067005801,2272.0,120.0
06067005803,1428.0,60.0
06067005804,1115.0,84.0
06067005901,2353.0,82.0
06067005902,3259.0,288.0
06067006002,2090.0,194.0
06067006003,1824.0,281.0
06067006004,1132.0,43.0
06067006101,2156.0,257.0
06067006102,1946.0,358.0
06067006201,2759.0,358.0
06067006202,1566.0,259.0
06067006300,1700.0,226.0
06067006400,1771.0,190.0
06067006500,1739.0,232.0
06067006600,2051.0,478.0
06067006701,2294.0,181.0
06067006702,1801.0,347.0
06067006800,2183.0,353.0
06067006900,2148.0,493.0
06067007001,1035.0,238.0
06067007004,2543.0,142.0
06067007007,1544.0,97.0
06067007008,521.0,27.0
06067007009,657.0,27.0
06067007010,1488.0,48.0
06067007011,2457.0,158.0
06067007012,1491.0,72.0
06067007013,974.0,28.0
06067007014,2716.0,174.0
06067007100,412.0,4.0
06067007202,1254.0,138.0
06067007204,1385.0,79.0
06067007206,1266.0,72.0
06067007207,1225.0,94.0
06067007208,1355.0,65.0
06067007209,1182.0,67.0
06067007300,145.0,0.0
06067007402,2006.0,206.0
06067007403,1381.0,91.0
06067007404,1365.0,180.0
06067007406,2281.0,205.0
06067007413,2308.0,357.0
06067007414,1395.0,114.0
06067007415,1041.0,28.0
06067007416,1534.0,82.0
06067007417,982.0,28.0
06067007418,3399.0,35.0
06067007419,3377.0,129.0
06067007420,2660.0,60.0
06067007421,1346.0,11.0
06067007422,831.0,14.0
06067007423,2018.0,168.0
06067007424,1320.0,87.0
06067007425,3049.0,152.0
06067007501,2471.0,278.0
06067007503,2078.0,305.0
06067007504,840.0,51.0
06067007601,2932.0,268.0
06067007602,1857.0,221.0
06067007701,2688.0,250.0
06067007702,1908.0,153.0
06067007801,2290.0,126.0
06067007802,1997.0,180.0
06067007903,1817.0,71.0
06067007904,1899.0,92.0
06067007905,1643.0,52.0
06067007906,1596.0,80.0
06067008005,1923.0,40.0
06067008006,2202.0,65.0
06067008007,1416.0,83.0
06067008008,1816.0,38.0
06067008009,1863.0,80.0
06067008010,1995.0,152.0
06067008111,2371.0,83.0
06067008113,1456.0,94.0
06067008117,812.0,48.0
06067008119,2260.0,159.0
06067008120,1697.0,97.0
06067008122,1385.0,48.0
06067008124,1611.0,55.0
06067008125,2069.0,64.0
06067008127,1721.0,44.0
06067008128,906.0,60.0
06067008129,1304.0,115.0
06067008130,1355.0,47.0
06067008131,2393.0,236.0
06067008132,1326.0,19.0
06067008133,1149.0,138.0
06067008134,2070.0,120.0
06067008135,2121.0,198.0
06067008136,1240.0,104.0
06067008137,800.0,32.0
06067008138,1400.0,66.0
06067008139,1706.0,153.0
06067008140,1054.0,77.0
06067008141,2601.0,132.0
06067008142,1345.0,64.0
06067008143,1735.0,155.0
06067008144,882.0,18.0
06067008145,2619.0,9.0
06067008203,1694.0,41.0
06067008204,1655.0,79.0
06067008206,2043.0,110.0
06067008207,1730.0,100.0
06067008208,1810.0,139.0
06067008209,1719.0,47.0
06067008210,2124.0,115.0
06067008211,890.0,26.0
06067008300,58.0,0.0
06067008402,2043.0,45.0
06067008403,1710.0,50.0
06067008404,1540.0,169.0
06067008501,1524.0,19.0
06067008502,2065.0,57.0
06067008503,2919.0,47.0
06067008504,1518.0,0.0
06067008600,2174.0,71.0
06067008701,1994.0,48.0
06067008702,1329.0,22.0
06067008800,328.0,205.0
06067008905,1701.0,161.0
06067008907,1912.0,156.0
06067008908,2033.0,187.0
06067008909,830.0,42.0
06067008910,1351.0,103.0
06067008911,811.0,38.0
06067008912,1366.0,60.0
06067008913,1511.0,94.0
06067009004,1298.0,47.0
06067009005,1269.0,136.0
06067009006,1796.0,124.0
06067009007,951.0,110.0
06067009008,1631.0,152.0
06067009009,1897.0,108.0
06067009103,1036.0,72.0
06067009105,1116.0,90.0
06067009106,1913.0,141.0
06067009107,1322.0,46.0
06067009108,1359.0,62.0
06067009109,1761.0,44.0
06067009110,698.0,108.0
06067009111,2175.0,117.0
06067009112,1320.0,62.0
06067009200,491.0,42.0
06067009307,1607.0,44.0
06067009308,2001.0,45.0
06067009309,937.0,44.0
06067009310,2507.0,89.0
06067009311,1162.0,11.0
06067009312,1257.0,24.0
06067009313,300.0,5.0
06067009314,988.0,6.0
06067009315,1789.0,38.0
06067009316,992.0,13.0
06067009317,1722.0,29.0
06067009318,687.0,36.0
06067009319,1187.0,62.0
06067009320,1217.0,73.0
06067009321,1519.0,41.0
06067009322,2037.0,6.0
06067009323,1199.0,15.0
06067009403,597.0,52.0
06067009404,1646.0,29.0
06067009405,2232.0,85.0
06067009406,633.0,9.0
06067009501,748.0,34.0
06067009502,2088.0,100.0
06067009503,1204.0,166.0
06067009504,538.0,35.0
06067009601,1758.0,135.0
06067009604,2122.0,42.0
06067009605,213.0,56.0
06067009606,2351.0,323.0
06067009607,2495.0,247.0
06067009608,958.0,76.0
06067009609,1341.0,101.0
06067009610,1659.0,142.0
06067009611,936.0,48.0
06067009612,1352.0,18.0
06067009613,325.0,8.0
06067009614,1762.0,51.0
06067009615,2539.0,31.0
06067009616,1862.0,34.0
06067009617,1231.0,47.0
06067009618,1358.0,50.0
06067009619,1636.0,54.0
06067009700,1008.0,59.0
06067009800,891.0,74.0
06069000100,1483.0,79.0
06069000200,1811.0,113.0
06069000300,904.0,60.0
06069000400,1915.0,151.0
06069000500,3170.0,125.0
06069000600,2300.0,67.0
06069000700,2328.0,153.0
06069000800,2000.0,77.0
06071000103,1678.0,77.0
06071000104,1853.0,45.0
06071000105,1630.0,67.0
06071000106,3541.0,96.0
06071000107,856.0,26.0
06071000108,1588.0,51.0
06071000109,2079.0,46.0
06071000110,3148.0,126.0
06071000111,675.0,10.0
06071000112,3229.0,5.0
06071000201,1286.0,100.0
06071000202,4642.0,271.0
06071000301,1963.0,184.0
06071000303,1679.0,141.0
06071000304,1245.0,140.0
06071000401,1777.0,58.0
06071000402,2885.0,220.0
06071000500,4884.0,155.0
06071000601,3378.0,225.0
06071000602,2192.0,220.0
06071000700,7.0,0.0
06071000804,1079.0,36.0
06071000805,2613.0,62.0
06071000806,2459.0,49.0
06071000807,2405.0,140.0
06071000808,1966.0,95.0
06071000809,3175.0,195.0
06071000810,4994.0,620.0
06071000811,2866.0,222.0
06071000812,1237.0,63.0
06071000900,4149.0,533.0
06071001000,2835.0,374.0
06071001100,4084.0,376.0
06071001200,1516.0,83.0
06071001301,2605.0,190.0
06071001303,3484.0,215.0
06071001304,1804.0,48.0
06071001400,937.0,179.0
06071001500,3089.0,336.0
06071001600,1585.0,297.0
06071001701,4621.0,274.0
06071001702,1543.0,132.0
06071001703,1649.0,67.0
06071001801,3094.0,369.0
06071001802,4762.0,188.0
06071001803,931.0,97.0
06071001900,4645.0,173.0
06071002002,3099.0,63.0
06071002003,4336.0,88.0
06071002004,2683.0,102.0
06071002005,6995.0,522.0
06071002006,3982.0,179.0
06071002007,5881.0,101.0
06071002008,2836.0,56.0
06071002009,4290.0,130.0
06071002010,1261.0,23.0
06071002100,8530.0,561.0
06071002201,3255.0,66.0
06071002203,481.0,7.0
06071002204,1340.0,103.0
06071002301,1731.0,194.0
06071002302,2010.0,99.0
06071002303,3268.0,93.0
06071002401,1607.0,36.0
06071002402,1735.0,166.0
06071002501,1329.0,55.0
06071002502,1433.0,145.0
06071002601,1411.0,214.0
06071002602,1922.0,60.0
06071002603,4629.0,182.0
06071002701,2580.0,78.0
06071002702,2780.0,110.0
06071002800,3356.0,386.0
06071002901,1123.0,77.0
06071002902,1749.0,186.0
06071003000,702.0,95.0
06071003100,2450.0,262.0
06071003200,2035.0,103.0
06071003300,3019.0,456.0
06071003401,1669.0,82.0
06071003402,2591.0,359.0
06071003403,987.0,53.0
06071003501,3427.0,309.0
06071003502,3904.0,395.0
06071003601,4714.0,380.0
06071003602,3241.0,189.0
06071003700,1154.0,260.0
06071003800,3547.0,343.0
06071003900,1343.0,121.0
06071004000,3227.0,267.0
06071004100,3203.0,493.0
06071004201,1525.0,321.0
06071004202,1318.0,280.0
06071004300,2174.0,252.0
06071004401,1085.0,118.0
06071004402,2752.0,371.0
06071004502,5852.0,597.0
06071004503,712.0,30.0
06071004504,1761.0,105.0
06071004601,2373.0,221.0
06071004602,3591.0,457.0
06071004700,1379.0,239.0
06071004800,771.0,154.0
06071004900,1691.0,302.0
06071005000,499.0,92.0
06071005100,2707.0,203.0
06071005200,1380.0,115.0
06071005300,1599.0,298.0
06071005400,1609.0,332.0
06071005500,2094.0,647.0
06071005600,1630.0,440.0
06071005700,469.0,228.0
06071005800,1158.0,453.0
06071005900,351.0,57.0
06071006000,411.0,67.0
06071006100,2630.0,228.0
06071006201,1060.0,91.0
06071006202,2721.0,615.0
06071006301,1395.0,215.0
06071006302,2188.0,389.0
06071006401,849.0,279.0
06071006402,1199.0,265.0
06071006500,1632.0,424.0
06071006600,3520.0,435.0
06071006700,1112.0,42.0
06071006800,333.0,81.0
06071006900,801.0,176.0
06071007000,1992.0,331.0
06071007102,3716.0,330.0
06071007104,1356.0,26.0
06071007105,1220.0,47.0
06071007106,1327.0,39.0
06071007107,947.0,63.0
06071007108,1044.0,113.0
06071007200,1857.0,235.0
06071007301,5064.0,829.0
06071007302,2869.0,190.0
06071007403,2316.0,232.0
06071007404,1693.0,81.0
06071007406,3446.0,262.0
06071007407,949.0,244.0
06071007408,1169.0,209.0
06071007500,0.0,0.0
06071007601,1834.0,349.0
06071007602,2596.0,279.0
06071007700,0.0,0.0
06071007800,1896.0,105.0
06071007901,1673.0,29.0
06071007902,2749.0,115.0
06071008001,1735.0,133.0
06071008002,2029.0,259.0
06071008100,1548.0,234.0
06071008200,2416.0,194.0
06071008301,2703.0,195.0
06071008302,1216.0,63.0
06071008401,2347.0,137.0
06071008402,2211.0,116.0
06071008403,2043.0,47.0
06071008404,1076.0,152.0
06071008500,2891.0,74.0
06071008600,2871.0,235.0
06071008703,2195.0,86.0
06071008704,2543.0,306.0
06071008705,1480.0,91.0
06071008706,2324.0,200.0
06071008707,3216.0,557.0
06071008708,1327.0,105.0
06071008800,2243.0,222.0
06071008901,921.0,92.0
06071009102,0.0,0.0
06071009104,6681.0,720.0
06071009105,2930.0,150.0
06071009106,3014.0,255.0
06071009107,1889.0,244.0
06071009200,2350.0,185.0
06071009300,507.0,50.0
06071009400,1136.0,345.0
06071009500,2583.0,208.0
06071009707,1339.0,101.0
06071009708,1342.0,91.0
06071009709,1661.0,153.0
06071009710,1792.0,241.0
06071009711,2342.0,61.0
06071009712,1685.0,294.0
06071009713,1873.0,226.0
06071009714,969.0,35.0
06071009715,2622.0,148.0
06071009716,2053.0,311.0
06071009717,1147.0,45.0
06071009800,1498.0,308.0
06071009901,3824.0,625.0
06071009902,5354.0,335.0
06071009903,3183.0,369.0
06071010003,3945.0,531.0
06071010004,2587.0,120.0
06071010009,883.0,13.0
06071010010,1532.0,57.0
06071010011,1201.0,130.0
06071010012,1195.0,36.0
06071010013,2000.0,155.0
06071010014,1106.0,190.0
06071010015,1251.0,57.0
06071010016,1280.0,62.0
06071010017,1499.0,29.0
06071010018,1160.0,78.0
06071010019,1340.0,73.0
06071010020,1982.0,374.0
06071010021,1747.0,123.0
06071010022,1035.0,90.0
06071010023,1548.0,107.0
06071010024,1302.0,79.0
06071010300,3882.0,245.0
06071010402,1428.0,43.0
06071010403,3220.0,474.0
06071010405,3542.0,635.0
06071010409,1231.0,218.0
06071010410,974.0,138.0
06071010411,2405.0,429.0
06071010412,2229.0,243.0
06071010413,2258.0,385.0
06071010414,2778.0,374.0
06071010415,1660.0,127.0
06071010416,1308.0,223.0
06071010500,305.0,63.0
06071010600,569.0,111.0
06071010700,1438.0,229.0
06071010801,2443.0,176.0
06071010802,1988.0,129.0
06071010900,3212.0,203.0
06071011000,1527.0,105.0
06071011100,2235.0,139.0
06071011201,1216.0,97.0
06071011202,1147.0,142.0
06071011300,648.0,55.0
06071011400,4041.0,337.0
06071011500,719.0,55.0
06071011600,2437.0,240.0
06071011700,492.0,84.0
06071011800,2213.0,162.0
06071011900,1303.0,124.0
06071012000,3992.0,302.0
06071012100,4329.0,581.0
06071940100,729.0,121.0
06071940500,8.0,0.0
06073000100,1298.0,58.0
06073000200,3246.0,232.0
06073000300,2729.0,283.0
06073000400,2201.0,236.0
06073000500,1667.0,139.0
06073000600,1835.0,183.0
06073000700,2238.0,221.0
06073000800,2532.0,327.0
06073000900,3035.0,552.0
06073001000,2579.0,226.0
06073001100,1671.0,170.0
06073001200,2830.0,444.0
06073001300,3078.0,404.0
06073001400,1647.0,106.0
06073001500,1956.0,259.0
06073001600,2332.0,303.0
06073001700,2227.0,264.0
06073001800,2818.0,319.0
06073001900,1457.0,63.0
06073002001,1564.0,65.0
06073002002,1178.0,86.0
06073002100,2418.0,303.0
06073002201,1132.0,276.0
06073002202,1541.0,324.0
06073002301,1187.0,181.0
06073002302,2049.0,441.0
06073002401,1738.0,166.0
06073002402,1410.0,353.0
06073002501,1640.0,263.0
06073002502,1915.0,173.0
06073002601,1589.0,263.0
06073002602,1189.0,174.0
06073002702,1892.0,200.0
06073002703,2285.0,191.0
06073002705,1302.0,81.0
06073002706,2670.0,310.0
06073002707,1752.0,379.0
06073002708,2104.0,477.0
06073002709,1130.0,152.0
06073002710,1074.0,160.0
06073002801,1062.0,251.0
06073002803,2473.0,488.0
06073002804,1489.0,181.0
06073002902,2316.0,184.0
06073002903,1391.0,117.0
06073002904,2078.0,463.0
06073002905,1654.0,194.0
06073003001,1176.0,88.0
06073003003,1504.0,68.0
06073003004,1223.0,158.0
06073003101,1065.0,75.0
06073003103,1599.0,106.0
06073003105,1059.0,54.0
06073003107,1534.0,47.0
06073003108,1094.0,52.0
06073003109,826.0,32.0
06073003111,1599.0,294.0
06073003112,1171.0,124.0
06073003113,1224.0,65.0
06073003114,801.0,8.0
06073003115,1753.0,143.0
06073003201,1485.0,57.0
06073003202,1345.0,60.0
06073003204,979.0,39.0
06073003207,2108.0,80.0
06073003208,2256.0,98.0
06073003209,1734.0,75.0
06073003211,886.0,20.0
06073003212,1093.0,29.0
06073003213,1067.0,23.0
06073003214,1402.0,36.0
06073003301,963.0,119.0
06073003302,2565.0,480.0
06073003303,948.0,153.0
06073003401,2024.0,152.0
06073003403,1061.0,154.0
06073003404,1156.0,166.0
06073003501,1019.0,242.0
06073003502,1194.0,213.0
06073003601,685.0,91.0
06073003602,664.0,95.0
06073003603,1011.0,130.0
06073003800,0.0,0.0
06073003901,949.0,158.0
06073003902,1236.0,231.0
06073004000,1173.0,198.0
06073004100,1844.0,268.0
06073004200,2417.0,173.0
06073004300,1790.0,159.0
06073004400,1770.0,222.0
06073004501,1279.0,197.0
06073004502,845.0,132.0
06073004600,1107.0,230.0
06073004700,673.0,113.0
06073004800,1145.0,242.0
06073004900,1327.0,254.0
06073005000,643.0,78.0
06073005100,712.0,321.0
06073005200,1477.0,459.0
06073005300,2158.0,551.0
06073005400,2665.0,445.0
06073005500,0.0,0.0
06073005600,1172.0,373.0
06073005700,1027.0,210.0
06073005800,444.0,56.0
06073005900,1513.0,194.0
06073006000,1891.0,191.0
06073006100,1227.0,109.0
06073006200,151.0,34.0
06073006300,5.0,0.0
06073006400,7.0,0.0
06073006500,1346.0,255.0
06073006600,626.0,12.0
06073006801,1461.0,156.0
06073006802,2223.0,287.0
06073006900,2197.0,48.0
06073007001,1982.0,126.0
06073007002,1227.0,5.0
06073007100,2255.0,130.0
06073007200,1593.0,67.0
06073007301,2741.0,153.0
06073007302,846.0,11.0
06073007400,3108.0,240.0
06073007501,2196.0,191.0
06073007502,1810.0,191.0
06073007600,3406.0,443.0
06073007700,4154.0,243.0
06073007800,2523.0,290.0
06073007901,2958.0,233.0
06073007903,2429.0,154.0
06073007904,3162.0,340.0
06073008001,3656.0,204.0
06073008002,1047.0,97.0
06073008101,2182.0,177.0
06073008102,1413.0,63.0
06073008200,1795.0,71.0
06073008301,1323.0,80.0
06073008303,1540.0,67.0
06073008305,795.0,54.0
06073008306,1186.0,40.0
06073008307,1496.0,48.0
06073008310,2185.0,155.0
06073008311,1117.0,29.0
06073008312,1666.0,81.0
06073008313,868.0,35.0
06073008315,3021.0,320.0
06073008324,2860.0,33.0
06073008327,2014.0,153.0
06073008328,761.0,25.0
06073008329,2208.0,149.0
06073008330,2005.0,65.0
06073008331,851.0,32.0
06073008332,970.0,10.0
06073008333,1286.0,32.0
06073008334,462.0,0.0
06073008335,1403.0,24.0
06073008336,746.0,0.0
06073008337,1306.0,25.0
06073008338,2561.0,6.0
06073008339,814.0,97.0
06073008340,2816.0,278.0
06073008341,1865.0,263.0
06073008342,4855.0,569.0
06073008343,1750.0,209.0
06073008344,1327.0,100.0
06073008345,1552.0,107.0
06073008346,1605.0,31.0
06073008347,1992.0,12.0
06073008348,1769.0,28.0
06073008349,1062.0,50.0
06073008350,2181.0,81.0
06073008351,1353.0,40.0
06073008352,1096.0,43.0
06073008353,1546.0,13.0
06073008354,1802.0,42.0
06073008355,926.0,8.0
06073008356,1422.0,43.0
06073008357,1479.0,105.0
06073008358,2199.0,127.0
06073008359,1314.0,149.0
06073008360,2152.0,97.0
06073008501,2195.0,85.0
06073008502,2378.0,69.0
06073008503,2956.0,179.0
06073008504,2338.0,138.0
06073008505,2119.0,137.0
06073008506,1488.0,108.0
06073008507,2890.0,219.0
06073008509,2721.0,221.0
06073008510,2881.0,377.0
06073008511,477.0,48.0
06073008512,1580.0,74.0
06073008513,1102.0,30.0
06073008600,1950.0,199.0
06073008701,1235.0,121.0
06073008702,1834.0,80.0
06073008800,1930.0,222.0
06073008901,2275.0,126.0
06073008902,1038.0,89.0
06073009000,1364.0,85.0
06073009101,2345.0,114.0
06073009102,1717.0,259.0
06073009103,1656.0,72.0
06073009104,1238.0,37.0
06073009106,1038.0,74.0
06073009107,1682.0,210.0
06073009201,1418.0,111.0
